dataset,leadFatJet_phi,n,weight_nominal:sumw,weight_nominal:sumw2
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-0.42666666666666675, -0.21333333333333337)",735,0.00023022593813948333,7.2114259008770887e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-0.21333333333333337, 0.0)",732,0.00022928623366169631,7.1819918068261046e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[0.0, 0.21333333333333337)",778,0.00024369492894038558,7.6333189769073329e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[0.21333333333333337, 0.42666666666666675)",770,0.00024118907458614558,7.5548269029557247e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[0.42666666666666675, 0.6400000000000001)",741,0.00023210533254314214,7.2702947828684472e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[0.6400000000000001, 0.8533333333333335)",720,0.0002255274448543787,7.0642540428433875e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[0.8533333333333335, 1.0666666666666664)",707,0.00022145542607177049,6.9367046828805456e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1.0666666666666664, 1.2800000000000002)",752,0.00023555089137516916,7.3782209508710395e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1.2800000000000002, 1.4933333333333332)",714,0.00022364805045071989,7.005385160852029e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1.4933333333333332, 1.706666666666667)",769,0.00024087584461085498,7.5450160008649902e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1.706666666666667, 1.92)",699,0.00021894955716561526,6.8582133028183279e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1.92, 2.1333333333333337)",757,0.00023711705580353737,7.4272782368822732e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2.1333333333333337, 2.3466666666666667)",746,0.00023367149697151035,7.3193520688796809e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2.3466666666666667, 2.5600000000000005)",761,0.00023836997570469975,7.4665239269133821e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2.5600000000000005, 2.7733333333333334)",751,0.00023523764684796333,7.3684093548909146e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2.7733333333333334, 2.9866666666666672)",710,0.00022239511599764228,6.9661394708209201e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2.9866666666666672, 3.2)",519,0.00016256769595202059,5.0921496186351334e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[3.2, inf)",0,0,0
