dataset,leadFatJet_phi,n,weight_nominal:sumw,weight_nominal:sumw2
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[-1.0666666666666669, -0.8533333333333335)",742,0.00053373049013316631,3.9233391535553608e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[-0.8533333333333335, -0.6400000000000001)",668,0.00047992117470130324,3.5320626978752045e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[-0.6400000000000001, -0.42666666666666675)",742,0.00053663912694901228,3.9233391535553608e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[-0.42666666666666675, -0.21333333333333337)",709,0.00050828017992898822,3.7488509518901481e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[-0.21333333333333337, 0.0)",778,0.00055263651302084327,4.1136896666849054e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[0.0, 0.21333333333333337)",719,0.00051409739535301924,3.8017261561051896e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[0.21333333333333337, 0.42666666666666675)",726,0.00052064174087718129,3.8387387713001431e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[0.42666666666666675, 0.6400000000000001)",683,0.00048937415704131126,3.6113753654198888e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[0.6400000000000001, 0.8533333333333335)",706,0.00050900731002911925,3.73298836287006e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[0.8533333333333335, 1.0666666666666664)",709,0.00050973444012925029,3.7488509518901481e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1.0666666666666664, 1.2800000000000002)",729,0.00052573182620108128,3.8546013603202312e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1.2800000000000002, 1.4933333333333332)",707,0.00049955432768911123,3.7382760775805934e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1.4933333333333332, 1.706666666666667)",702,0.00050319009460508823,3.7118383366951946e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1.706666666666667, 1.92)",705,0.00050100864609703422,3.7277009257152827e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1.92, 2.1333333333333337)",707,0.00050391722470521927,3.7382760775805934e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2.1333333333333337, 2.3466666666666667)",722,0.00051918742246925831,3.8175887451252777e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2.3466666666666667, 2.5600000000000005)",776,0.00055845372844487429,4.1031147923753508e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2.5600000000000005, 2.7733333333333334)",649,0.00046610526624135673,3.4315997265998988e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2.7733333333333334, 2.9866666666666672)",713,0.00051118875853717327,3.7700009780650134e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2.9866666666666672, 3.2)",523,0.00037448393413797021,2.7653723755349802e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3.2, inf)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-inf, -3.2)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-3.2, -2.986666666666667)",207,0.00020251846581231803,1.9813393981049643e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-2.986666666666667, -2.7733333333333334)",245,0.00023773906286805868,2.3450635877608761e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-2.7733333333333334, -2.56)",268,0.0002602411259431392,2.5652124868713599e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-2.56, -2.3466666666666667)",269,0.00025339267449453473,2.5747839971224096e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-2.3466666666666667, -2.1333333333333337)",225,0.00021621535415761173,2.1536297745150534e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-2.1333333333333337, -1.9200000000000002)",244,0.00023284730559680611,2.3354917999540703e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-1.9200000000000002, -1.7066666666666668)",244,0.00023676070850342512,2.3354917999540703e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-1.7066666666666668, -1.4933333333333334)",226,0.00021132361143827438,2.1632015623218592e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-1.4933333333333334, -1.28)",263,0.00025143596576526761,2.5173538253930872e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-1.28, -1.0666666666666669)",234,0.00022502051433548331,2.2397750321090371e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-1.0666666666666669, -0.8533333333333335)",273,0.00026317615993320942,2.6130708707938766e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-0.8533333333333335, -0.6400000000000001)",253,0.00023969575704541057,2.4216370575480539e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-0.6400000000000001, -0.42666666666666675)",255,0.00024556586868129671,2.4407803556059093e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-0.42666666666666675, -0.21333333333333337)",231,0.00021621535415761173,2.2110599462443759e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-0.21333333333333337, 0.0)",254,0.00024263080558739603,2.4312088453548597e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.0, 0.21333333333333337)",246,0.00024067411141004413,2.3546353755676819e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.21333333333333337, 0.42666666666666675)",244,0.00023284730559680611,2.3354917999540703e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.42666666666666675, 0.6400000000000001)",241,0.00023578235413879156,2.3067768528672872e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.6400000000000001, 0.8533333333333335)",238,0.0002211071114288643,2.278061767002626e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.8533333333333335, 1.0666666666666664)",251,0.00023773906286805868,2.4024937594901985e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1.0666666666666664, 1.2800000000000002)",258,0.00025045761140063405,2.4694954414705705e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1.2800000000000002, 1.4933333333333332)",267,0.0002612194512039423,2.5556406990645542e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1.4933333333333332, 1.706666666666667)",236,0.0002211071114288643,2.2589183301668925e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1.706666666666667, 1.92)",270,0.00025828441721387208,2.5843557849292154e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1.92, 2.1333333333333337)",261,0.00024947925703600049,2.4982105273352317e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.1333333333333337, 2.3466666666666667)",271,0.00026317615993320942,2.5939275727360211e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.3466666666666667, 2.5600000000000005)",230,0.00022306380560621619,2.2014882972154481e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.5600000000000005, 2.7733333333333334)",272,0.00026415451429784298,2.6034990829870708e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.7733333333333334, 2.9866666666666672)",243,0.00023382565996143967,2.3259201509251426e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.9866666666666672, 3.2)",179,0.00017512466001790017,1.7133321150719638e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3.2, inf)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-inf, -3.2)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-3.2, -2.986666666666667)",918,0.086046174168586731,8.0652989709051326e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-2.986666666666667, -2.7733333333333334)",1237,0.11594675481319427,1.0867946002690587e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-2.7733333333333334, -2.56)",1333,0.12494504451751709,1.1711375918821432e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-2.56, -2.3466666666666667)",1283,0.12025843560695648,1.1272089977865107e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-2.3466666666666667, -2.1333333333333337)",1232,0.11547809094190598,1.0824017408594955e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-2.1333333333333337, -1.9200000000000002)",1267,0.11875872313976288,1.1131518476759084e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-1.9200000000000002, -1.7066666666666668)",1233,0.11557182669639587,1.0832803127414081e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-1.7066666666666668, -1.4933333333333334)",1241,0.11632168292999268,1.0903088877967093e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-1.4933333333333334, -1.28)",1269,0.11894618719816208,1.1149089914397337e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-1.28, -1.0666666666666669)",1306,0.12241427600383759,1.1474161510705017e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-1.0666666666666669, -0.8533333333333335)",1305,0.12232054769992828,1.146537579188589e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-0.8533333333333335, -0.6400000000000001)",1236,0.11585301905870438,1.0859160283871461e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-0.6400000000000001, -0.42666666666666675)",1278,0.11978977173566818,1.1228161383769475e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-0.42666666666666675, -0.21333333333333337)",1241,0.11632168292999268,1.0903088877967093e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-0.21333333333333337, 0.0)",1315,0.12325786799192429,1.1553232980077155e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.0, 0.21333333333333337)",1254,0.11754020303487778,1.1017303222615737e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.21333333333333337, 0.42666666666666675)",1301,0.12194561958312988,1.1430232916609384e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.42666666666666675, 0.6400000000000001)",1262,0.11829005926847458,1.1087589882663451e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.6400000000000001, 0.8533333333333335)",1292,0.12110202759504318,1.1351161447237246e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.8533333333333335, 1.0666666666666664)",1273,0.11932111531496048,1.1184232789673842e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.0666666666666664, 1.2800000000000002)",1246,0.11679034680128098,1.0947017472062726e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.2800000000000002, 1.4933333333333332)",1284,0.12035217136144638,1.1280875696684234e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.4933333333333332, 1.706666666666667)",1283,0.12025843560695648,1.1272089977865107e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.706666666666667, 1.92)",1309,0.12269547581672668,1.1500518667162396e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.92, 2.1333333333333337)",1307,0.12250801175832748,1.1482947229524143e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.1333333333333337, 2.3466666666666667)",1227,0.11500943452119827,1.0780088814499322e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.3466666666666667, 2.5600000000000005)",1318,0.12353906035423279,1.1579590136534534e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.5600000000000005, 2.7733333333333334)",1208,0.11322852224111557,1.0613160156935919e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.7733333333333334, 2.9866666666666672)",1151,0.10788578540086746,1.0112373274751008e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.9866666666666672, 3.2)",895,0.083890333771705627,7.8632274380652234e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3.2, inf)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-inf, -3.2)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-3.2, -2.986666666666667)",1158,0.00036047957837581635,1.1221547996376202e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-2.986666666666667, -2.7733333333333334)",1662,0.00051737221656367183,1.6105537736788023e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-2.7733333333333334, -2.56)",1736,0.00054040807299315929,1.6822632176172192e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-2.56, -2.3466666666666667)",1658,0.00051612703828141093,1.6066775687662016e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-2.3466666666666667, -2.1333333333333337)",1725,0.00053698383271694183,1.6716036888020369e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-2.1333333333333337, -1.9200000000000002)",1685,0.00052453204989433289,1.6328417784539084e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-1.9200000000000002, -1.7066666666666668)",1731,0.00053885160014033318,1.6774179267819989e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-1.7066666666666668, -1.4933333333333334)",1714,0.00053355959244072437,1.6609441599868546e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-1.4933333333333334, -1.28)",1742,0.00054227584041655064,1.6880774555971811e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-1.28, -1.0666666666666669)",1676,0.00052173034055158496,1.6241204214839655e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-1.0666666666666669, -0.8533333333333335)",1691,0.00052639981731772423,1.6386561552117485e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-0.8533333333333335, -0.6400000000000001)",1612,0.00050180748803541064,1.5621015592159893e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-0.6400000000000001, -0.42666666666666675)",1664,0.00051799480570480227,1.6124919455240416e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-0.42666666666666675, -0.21333333333333337)",1823,0.00056749070063233376,1.7665700846603016e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-0.21333333333333337, 0.0)",1749,0.0005444549024105072,1.6948607794997628e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.0, 0.21333333333333337)",1597,0.00049713806947693229,1.5475658254882063e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.21333333333333337, 0.42666666666666675)",1629,0.00050709949573501945,1.5785753260111335e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.42666666666666675, 0.6400000000000001)",1644,0.0005117689142934978,1.5931109209610383e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.6400000000000001, 0.8533333333333335)",1621,0.00050460913917049766,1.5708229161859322e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.8533333333333335, 1.0666666666666664)",1638,0.00050990114687010646,1.5872966829810764e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.0666666666666664, 1.2800000000000002)",1652,0.00051425927085801959,1.6008633307862397e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.2800000000000002, 1.4933333333333332)",1715,0.0005338708870112896,1.6619132459094743e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.4933333333333332, 1.706666666666667)",1639,0.00051021244144067168,1.5882657689036961e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.706666666666667, 1.92)",1669,0.00051955127855762839,1.6173370975813839e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.92, 2.1333333333333337)",1682,0.0005235981079749763,1.6299346594639275e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2.1333333333333337, 2.3466666666666667)",1684,0.00052422075532376766,1.6318728313091668e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2.3466666666666667, 2.5600000000000005)",1753,0.0005457000806927681,1.6987369844123634e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2.5600000000000005, 2.7733333333333334)",1638,0.00050990114687010646,1.5872966829810764e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2.7733333333333334, 2.9866666666666672)",1572,0.00048935570521280169,1.5233396488678608e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2.9866666666666672, 3.2)",1150,0.00035798922181129456,1.1144024592013579e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[3.2, inf)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-inf, -3.2)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-3.2, -2.986666666666667)",549,0.00017196468252222985,5.3864936816472309e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-2.986666666666667, -2.7733333333333334)",781,0.0002446346334181726,7.6627530709583169e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-2.7733333333333334, -2.56)",774,0.00024244200903922319,7.594073286876224e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-2.56, -2.3466666666666667)",729,0.00022834654373582453,7.1525570188857301e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-2.3466666666666667, -2.1333333333333337)",730,0.00022865977371111512,7.162368614865855e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-2.1333333333333337, -1.9200000000000002)",729,0.00022834654373582453,7.1525570188857301e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-1.9200000000000002, -1.7066666666666668)",691,0.00021644370281137526,6.7797212288667197e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-1.7066666666666668, -1.4933333333333334)",755,0.00023649058130104095,7.4076550449220235e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-1.4933333333333334, -1.28)",734,0.00022991269361227751,7.2016143048969639e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-1.28, -1.0666666666666669)",725,0.00022709360928274691,7.1133113288546213e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-1.0666666666666669, -0.8533333333333335)",725,0.00022709360928274691,7.1133113288546213e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-0.8533333333333335, -0.6400000000000001)",721,0.0002258406748296693,7.0740656388235124e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-0.6400000000000001, -0.42666666666666675)",784,0.00024557433789595962,7.6921878588986914e-11
