dataset,ht,n,weight_nominal:sumw,weight_nominal:sumw2
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2730.0, 2800.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2800.0, 2870.0)",1,9.3732218374498188e-05,8.7857285890891035e-09
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2870.0, 2940.0)",1,9.3732218374498188e-05,8.7857285890891035e-09
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2940.0, 3010.0)",1,9.3732218374498188e-05,8.7857285890891035e-09
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3010.0, 3080.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3080.0, 3150.0)",1,9.3732218374498188e-05,8.7857285890891035e-09
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3150.0, 3220.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3220.0, 3290.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3290.0, 3360.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3360.0, 3430.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3430.0, 3500.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3500.0, inf)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-inf, 0.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.0, 70.0)",2,6.2258993693831144e-07,1.9380912077027884e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[70.0, 140.0)",23,7.1597842179471627e-06,2.2288048143193073e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[140.0, 210.0)",53,1.6498634067829698e-05,5.1359415852159085e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[210.0, 280.0)",109,3.3931151847355068e-05,1.056259680415339e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[280.0, 350.0)",171,5.3231440688250586e-05,1.6570680591576625e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[350.0, 420.0)",227,7.0663954829797149e-05,2.19973345094715e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[420.0, 490.0)",288,8.9652952738106251e-05,2.7908514041441457e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[490.0, 560.0)",392,0.00012202762445667759,3.7986586098881503e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[560.0, 630.0)",467,0.00014537475362885743,4.5254428676644309e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[630.0, 700.0)",525,0.00016342985327355564,5.0874894574892693e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[700.0, 770.0)",641,0.0001995400816667825,6.211582637138946e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[770.0, 840.0)",727,0.00022631144383922219,7.0449618361223543e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[840.0, 910.0)",805,0.0002505924494471401,7.8008169368537494e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[910.0, 980.0)",914,0.00028452358674257994,8.8570768774776099e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[980.0, 1050.0)",954,0.00029697539866901934,9.2446952870695043e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1050.0, 1120.0)",1029,0.00032032252056524158,9.9714791979010897e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1120.0, 1190.0)",1121,0.00034896165016107261,1.0863001470573508e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1190.0, 1260.0)",1243,0.00038693964597769082,1.2045237030022804e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1260.0, 1330.0)",1371,0.00042678540921770036,1.328561566316111e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1330.0, 1400.0)",1425,0.00044359531602822244,1.3808899856915247e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1400.0, 1470.0)",1563,0.00048655402497388422,1.5146182918979179e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1470.0, 1540.0)",1593,0.00049589289119467139,1.5436896205756057e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1540.0, 1610.0)",1724,0.00053667253814637661,1.6706346028794172e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1610.0, 1680.0)",1802,0.00056095351465046406,1.7462201129525567e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1680.0, 1750.0)",1814,0.00056468904949724674,1.7578487276903587e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1750.0, 1820.0)",1822,0.00056717940606176853,1.76560113751556e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1820.0, 1890.0)",1963,0.00061107199871912599,1.9022365627119342e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1890.0, 1960.0)",2018,0.0006281932583078742,1.9555340680099675e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1960.0, 2030.0)",2128,0.00066243571927770972,2.0621290786060342e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2030.0, 2100.0)",2156,0.00067115196725353599,2.0892623742163607e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2100.0, 2170.0)",2191,0.00068204727722331882,2.1231788549513908e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2170.0, 2240.0)",2150,0.00066928419983014464,2.0834479974585207e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2240.0, 2310.0)",2136,0.00066492607584223151,2.0698813496533575e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2310.0, 2380.0)",2100,0.00065371941309422255,2.0349957829957077e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2380.0, 2450.0)",1985,0.00061792053747922182,1.9235554815644207e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2450.0, 2520.0)",1750,0.00054476619698107243,1.6958298654223825e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2520.0, 2590.0)",1544,0.00048063942813314497,1.4962063532575343e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2590.0, 2660.0)",1279,0.00039814625051803887,1.2394092696599301e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2660.0, 2730.0)",996,0.00031004979973658919,9.6516940273350116e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2730.0, 2800.0)",755,0.00023502770636696368,7.316294098336229e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2800.0, 2870.0)",503,0.00015658137272112072,4.8742992281303188e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2870.0, 2940.0)",360,0.00011206619092263281,3.488564298548269e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2940.0, 3010.0)",238,7.4088202381972224e-05,2.3063285656266252e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[3010.0, 3080.0)",167,5.1986258768010885e-05,1.6183061835040036e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[3080.0, 3150.0)",119,3.7044101190986112e-05,1.1531642828133126e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[3150.0, 3220.0)",104,3.2374675356550142e-05,1.007807465952526e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[3220.0, 3290.0)",74,2.303582732565701e-05,7.17093745494779e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[3290.0, 3360.0)",51,1.5876043107709847e-05,4.9421326406284827e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[3360.0, 3430.0)",48,1.4942158486519475e-05,4.6514190069069095e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[3430.0, 3500.0)",26,8.0936688391375355e-06,2.519518664881315e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[3500.0, inf)",146,4.5449065510183573e-05,1.4148065531627285e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-inf, 0.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[0.0, 70.0)",11103,0.0034778211265802383,1.0893668189737582e-09
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[70.0, 140.0)",7620,0.0023868321441113949,7.476335661671385e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[140.0, 210.0)",6330,0.0019827620126307011,6.2106564335806524e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[210.0, 280.0)",5054,0.0015830773627385497,4.958713994973607e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[280.0, 350.0)",3857,0.0012081379536539316,3.7842814992750107e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[350.0, 420.0)",3134,0.0009816708043217659,3.0749128243634516e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[420.0, 490.0)",2466,0.00077243149280548096,2.4195070946753106e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[490.0, 560.0)",1956,0.0006126828957349062,1.9191223610270924e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[560.0, 630.0)",1431,0.0004482358053792268,1.4040205109644432e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[630.0, 700.0)",1253,0.00039248040411621332,1.2293764617421488e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[700.0, 770.0)",1039,0.000325448636431247,1.0194110833250392e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[770.0, 840.0)",864,0.00027063293964602053,8.4771044350784308e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[840.0, 910.0)",654,0.00020485409186221659,6.416697034827834e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[910.0, 980.0)",580,0.00018167488451581448,5.690648993694758e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[980.0, 1050.0)",457,0.00014314727741293609,4.4838389945400792e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1050.0, 1120.0)",341,0.00010681230196496472,3.3457091264121885e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1120.0, 1190.0)",306,9.584916551830247e-05,3.0023077773888573e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1190.0, 1260.0)",246,7.7055206929799169e-05,2.4136201717817052e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1260.0, 1330.0)",178,5.5755397625034675e-05,1.7464404922229448e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1330.0, 1400.0)",137,4.2912859498756006e-05,1.3441705214167765e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1400.0, 1470.0)",106,3.3202650229213759e-05,1.0400152093692494e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1470.0, 1540.0)",90,2.8190930606797338e-05,8.8303175535542344e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1540.0, 1610.0)",57,1.7854255929705687e-05,5.5925342481999429e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1610.0, 1680.0)",54,1.6914558727876283e-05,5.2981902719240193e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1680.0, 1750.0)",34,1.0649907380866352e-05,3.3358977472724982e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1750.0, 1820.0)",35,1.0963140084641054e-05,3.4340124060311394e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1820.0, 1890.0)",16,5.0117209866584744e-06,1.5698342148776079e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1890.0, 1960.0)",19,5.951418643235229e-06,1.8641780827333143e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1960.0, 2030.0)",20,6.2646513470099308e-06,1.9622927414919555e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2030.0, 2100.0)",12,3.7587906263070181e-06,1.1773756882632602e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2100.0, 2170.0)",7,2.1926280169282109e-06,6.8680244868016271e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2170.0, 2240.0)",7,2.1926280169282109e-06,6.8680244868016271e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2240.0, 2310.0)",3,9.3969765657675453e-07,2.9434392206581506e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2310.0, 2380.0)",2,6.264651233323093e-07,1.9622927685970099e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2380.0, 2450.0)",2,6.264651233323093e-07,1.9622927685970099e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2450.0, 2520.0)",2,6.264651233323093e-07,1.9622927685970099e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2520.0, 2590.0)",3,9.3969765657675453e-07,2.9434392206581506e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2590.0, 2660.0)",2,6.264651233323093e-07,1.9622927685970099e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2660.0, 2730.0)",2,6.264651233323093e-07,1.9622927685970099e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2730.0, 2800.0)",1,3.1323256166615465e-07,9.8114638429850493e-14
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2800.0, 2870.0)",1,3.1323256166615465e-07,9.8114638429850493e-14
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2870.0, 2940.0)",1,3.1323256166615465e-07,9.8114638429850493e-14
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2940.0, 3010.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[3010.0, 3080.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[3080.0, 3150.0)",1,3.1323256166615465e-07,9.8114638429850493e-14
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[3150.0, 3220.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[3220.0, 3290.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[3290.0, 3360.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[3360.0, 3430.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[3430.0, 3500.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[3500.0, inf)",1,3.1323256166615465e-07,9.8114638429850493e-14
