dataset,min_dphi,n,weight_nominal:sumw,weight_nominal:sumw2
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2.16, 2.24)",43,3.1267591111827642e-05,2.2736331914408048e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2.24, 2.32)",32,2.3268905351869762e-05,1.6920060838532258e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2.32, 2.4)",32,2.18145978578832e-05,1.6920060838532258e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2.4, 2.48)",37,2.6904672267846763e-05,1.9563821049284336e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2.48, 2.56)",28,2.0360292182886042e-05,1.4805053016875291e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2.56, 2.64)",37,2.6904672267846763e-05,1.9563821049284336e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2.64, 2.72)",25,1.8178832760895602e-05,1.3218797584313435e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2.72, 2.8000000000000003)",34,2.4723212845856324e-05,1.7977563881999004e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2.8000000000000003, 2.88)",35,2.5450364773860201e-05,1.8506316271094114e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2.88, 2.96)",63,4.5810658775735646e-05,3.3311371022692882e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2.96, 3.04)",81,5.8899415307678282e-05,4.2828903618064018e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3.04, 3.12)",106,7.7078249887563288e-05,5.6047701202377453e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3.12, 3.2)",24,1.7451679013902321e-05,1.2690045195218325e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3.2, inf)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-inf, 0.0)",8445,0.0081408508121967316,8.0832904814087669e-09
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.0, 0.08)",108,0.00010370510426582769,1.033742327849474e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.08, 0.16)",88,8.2181402831338346e-05,8.4230858399259034e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.16, 0.24)",79,7.7289652836043388e-05,7.5616332639860673e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.24, 0.32)",65,6.3592749938834459e-05,6.2215975427104553e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.32, 0.4)",59,5.7722652854863554e-05,5.6472958254172312e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.4, 0.48)",54,5.2830902859568596e-05,5.1687116392473698e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.48, 0.56)",49,4.7939152864273638e-05,4.6901271061328131e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.56, 0.64)",44,4.3047402868978679e-05,4.2115429199629517e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.64, 0.72)",42,4.1090701415669173e-05,4.0201088985503119e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.72, 0.8)",44,4.3047402868978679e-05,4.2115429199629517e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.8, 0.88)",41,3.6198951420374215e-05,3.9243920613163397e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.88, 0.96)",42,4.1090701415669173e-05,4.0201088985503119e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.96, 1.04)",34,3.3263902878388762e-05,3.2543738537338385e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1.04, 1.12)",39,3.6198951420374215e-05,3.7329583868483951e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1.12, 1.2)",40,3.7177302147028968e-05,3.8286752240823674e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1.2, 1.28)",40,3.9133999962359667e-05,3.8286752240823674e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1.28, 1.36)",57,5.5765951401554048e-05,5.4558621509492866e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1.36, 1.44)",57,5.5765951401554048e-05,5.4558621509492866e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1.44, 1.52)",44,4.3047402868978679e-05,4.2115429199629517e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1.52, 1.6)",49,4.5982451410964131e-05,4.6901271061328131e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1.6, 1.68)",44,4.1090701415669173e-05,4.2115429199629517e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1.68, 1.76)",49,4.5982451410964131e-05,4.6901271061328131e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1.76, 1.84)",55,5.1852552132913843e-05,5.264428476481342e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1.84, 1.92)",53,5.1852552132913843e-05,5.0729948020133975e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1.92, 2.0)",67,6.5549451392143965e-05,6.4130312171783999e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.0, 2.08)",61,5.5765951401554048e-05,5.8387294998851758e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.08, 2.16)",62,6.0657701396849006e-05,5.9344466840638432e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.16, 2.24)",71,6.7506152845453471e-05,6.795898566114289e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.24, 2.32)",83,7.9246354289352894e-05,7.9445013068113468e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.32, 2.4)",104,9.9791701359208673e-05,9.95455523566946e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.4, 2.48)",106,9.7835007181856781e-05,1.0145989604026795e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.48, 2.56)",140,0.00013696899986825883,1.3400362763871243e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.56, 2.64)",189,0.00018099475710187107,1.8090490216948751e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.64, 2.72)",205,0.00019860506290569901,1.9621961000471089e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.72, 2.8000000000000003)",297,0.00028861325699836016,2.84279128015541e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.8000000000000003, 2.88)",464,0.00044612761121243238,4.4412631905466071e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.88, 2.96)",719,0.00069560686824843287,6.8820438237082726e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.96, 3.04)",1031,0.00098911183886229992,9.8684105331869887e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3.04, 3.12)",1866,0.0017825537361204624,1.7860769530031462e-09
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3.12, 3.2)",657,0.00063103577122092247,6.2885990859129492e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3.2, inf)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-inf, 0.0)",11900,1.1154134273529053,0.00010455017036292702
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.0, 0.08)",2046,0.19177611172199249,1.7975600712816231e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.08, 0.16)",1882,0.17640402913093567,1.6534741007490084e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.16, 0.24)",1770,0.16590602695941925,1.5550740499747917e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.24, 0.32)",1558,0.14603479206562042,1.3688165381608997e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.32, 0.4)",1323,0.12400772422552109,1.1623518730630167e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.4, 0.48)",1142,0.10704219341278076,1.0033301805378869e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.48, 0.56)",1056,0.098981224000453949,9.2777290774392895e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.56, 0.64)",940,0.088108286261558533,8.2585847849259153e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.64, 0.72)",842,0.07892252504825592,7.3975834311568178e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.72, 0.8)",796,0.074610844254493713,6.9934399107296485e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.8, 0.88)",745,0.069830499589443207,6.5453677962068468e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.88, 0.96)",692,0.064862698316574097,6.0797242440457921e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.96, 1.04)",630,0.059051297605037689,5.5350092225125991e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.04, 1.12)",612,0.057364117354154587,5.3768658290209714e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.12, 1.2)",597,0.055958133190870285,5.2450800467340741e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.2, 1.28)",589,0.055208276957273483,5.1747942961810622e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.28, 1.36)",554,0.051927648484706879,4.8672936827642843e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.36, 1.44)",544,0.050990328192710876,4.7794364945730194e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.44, 1.52)",535,0.050146736204624176,4.7003645704535302e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.52, 1.6)",422,0.03955499455332756,3.7075774343975354e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.6, 1.68)",346,0.032431349158287048,3.0398621220228961e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.68, 1.76)",280,0.02624502032995224,2.4600039978395216e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.76, 1.84)",224,0.020996017381548882,1.9680032892210875e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.84, 1.92)",233,0.021839607506990433,2.0470747585932259e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.92, 2.0)",241,0.022589463740587234,2.1173605091462377e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.0, 2.08)",213,0.01996496319770813,1.8713601548370207e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.08, 2.16)",227,0.021277213469147682,1.9943604456784669e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.16, 2.24)",271,0.025401432067155838,2.3809325284673832e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.24, 2.32)",318,0.029806844890117645,2.793861767713679e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.32, 2.4)",366,0.034305993467569351,3.2155767257791013e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.4, 2.48)",456,0.042741890996694565,4.0062923289951868e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.48, 2.56)",568,0.05323990061879158,4.9902937462320551e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.56, 2.64)",705,0.066081210970878601,6.1939385886944365e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.64, 2.72)",918,0.086046174168586731,8.0652989709051326e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.72, 2.8000000000000003)",1213,0.11369717866182327,1.0657088751031552e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.8000000000000003, 2.88)",1647,0.15437696874141693,1.4470095266005956e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.88, 2.96)",2171,0.20349264144897461,1.9073817384196445e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.96, 3.04)",2928,0.27444794774055481,2.572461380623281e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3.04, 3.12)",3640,0.34118527173995972,3.1980052881408483e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3.12, 3.2)",1064,0.099731080234050751,9.3480148279923014e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3.2, inf)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-inf, 0.0)",483,0.00015035546675790101,4.6804903702790668e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.0, 0.08)",8542,0.0026590817142277956,8.2775875043239466e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.08, 0.16)",6628,0.0020632629748433828,6.42283448648584e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.16, 0.24)",5126,0.0015956980641931295,4.9673276603101613e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.24, 0.32)",3951,0.0012299264781177044,3.8286993020442139e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.32, 0.4)",3172,0.00098742765840142965,3.0738125933460481e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.4, 0.48)",2607,0.00081154599320143461,2.5263019454158098e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.48, 0.56)",2142,0.00066679384326562285,2.0756957264111975e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.56, 0.64)",1809,0.00056313257664442062,1.7530034368551384e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.64, 0.72)",1599,0.00049776065861806273,1.5495038585555676e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.72, 0.8)",1350,0.00042024819413200021,1.3082115946083661e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.8, 0.88)",1292,0.00040219310903921723,1.2520069703203518e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.88, 0.96)",1190,0.0003704410046339035,1.1531643001605474e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.96, 1.04)",1092,0.00033993410761468112,1.0581977655244046e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.04, 1.12)",985,0.00030662553035654128,9.5450994330725791e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.12, 1.2)",936,0.00029137209639884531,9.0702667598918651e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.2, 1.28)",967,0.00030102222808636725,9.37067090589494e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.28, 1.36)",831,0.00025868610828183591,8.0527688683940113e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.36, 1.44)",797,0.00024810209288261831,7.7232935324911267e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.44, 1.52)",721,0.00022444367641583085,6.9868187624333444e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.52, 1.6)",645,0.00020078525994904339,6.2503439923755622e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.6, 1.68)",378,0.00011766950046876445,3.6629924787812129e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.68, 1.76)",241,7.5022086093667895e-05,2.3353999289987826e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.76, 1.84)",192,5.9768633946077898e-05,1.8605676027627638e-11
