dataset,dijet_mt,n,weight_nominal:sumw,weight_nominal:sumw2
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[0.0, 100.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[100.0, 200.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[200.0, 300.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[300.0, 400.0)",1,7.2715329224593006e-07,5.2875190120413307e-13
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[400.0, 500.0)",8,5.8172263379674405e-06,4.2300152096330645e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[500.0, 600.0)",23,1.6724525266909041e-05,1.2161293673484952e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[600.0, 700.0)",65,4.7264962631743401e-05,3.4368872331436151e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[700.0, 800.0)",63,4.4356351281749085e-05,3.3311371022692882e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[800.0, 900.0)",90,6.3989486079663038e-05,4.7587669915749586e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[900.0, 1000.0)",117,8.0714016803540289e-05,6.1863972278253243e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1000.0, 1100.0)",142,9.7438540251459926e-05,7.508277333201363e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1100.0, 1200.0)",155,0.00011125445598736405,8.1956545716632689e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1200.0, 1300.0)",193,0.00014034059131518006,1.0204911915501214e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1300.0, 1400.0)",257,0.0001854240836109966,1.358892443015236e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1400.0, 1500.0)",303,0.00022032744891475886,1.6021182991377003e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1500.0, 1600.0)",319,0.00022759898274671286,1.68671854261504e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1600.0, 1700.0)",410,0.00029376993188634515,2.1678828177051912e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1700.0, 1800.0)",421,0.00030322291422635317,2.2260454590750101e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1800.0, 1900.0)",564,0.00039993430254980922,2.9821606295499237e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1900.0, 2000.0)",683,0.00049082847544923425,3.6113753654198888e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2000.0, 2100.0)",783,0.00055918085854500532,4.1401274075703043e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2100.0, 2200.0)",905,0.00064498494612053037,4.7852044549046013e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2200.0, 2300.0)",981,0.00070461153518408537,5.1870563400058245e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2300.0, 2400.0)",1196,0.00086094951257109642,6.3238725367398274e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2400.0, 2500.0)",1395,0.0010012900456786156,7.3760891838858811e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2500.0, 2600.0)",1595,0.0011365405516698956,8.4335927130751998e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2600.0, 2700.0)",1774,0.0012696096673607826,9.3800589517911703e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2700.0, 2800.0)",2015,0.0014492165064439178,1.0654350734995433e-09
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2800.0, 2900.0)",2000,0.0014324919320642948,1.0575037512339236e-09
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2900.0, 3000.0)",1860,0.0013321448350325227,9.8347852084401666e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3000.0, 3100.0)",1180,0.00084495212649926543,6.2392724320403659e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3100.0, 3200.0)",543,0.0003904813202098012,2.8711227839650633e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3200.0, 3300.0)",233,0.00016506380052305758,1.2319918696324095e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3300.0, 3400.0)",92,6.6898101067636162e-05,4.8645174693939808e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3400.0, 3500.0)",45,3.2721898605814204e-05,2.3793834957874793e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3500.0, 3600.0)",22,1.599737151991576e-05,1.1632542151751579e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3600.0, 3700.0)",19,1.2361606422928162e-05,1.0046285851827985e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3700.0, 3800.0)",18,1.3088759260426741e-05,9.5175343300946125e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3800.0, 3900.0)",12,8.7258395069511607e-06,6.3450225976091623e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3900.0, 4000.0)",7,5.0900730457215104e-06,3.7012632542188229e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[4000.0, 4100.0)",6,4.3629197534755804e-06,3.1725112988045812e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[4100.0, 4200.0)",3,2.1814598767377902e-06,1.5862556494022906e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[4200.0, 4300.0)",4,2.9086131689837202e-06,2.1150076048165323e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[4300.0, 4400.0)",3,2.1814598767377902e-06,1.5862556494022906e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[4400.0, 4500.0)",1,7.2715329224593006e-07,5.2875190120413307e-13
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[4500.0, inf)",6,4.3629197534755804e-06,3.1725112988045812e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-inf, 0.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.0, 100.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[100.0, 200.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[200.0, 300.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[300.0, 400.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[400.0, 500.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[500.0, 600.0)",43,4.2069052142323926e-05,4.1158257357842842e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[600.0, 700.0)",78,7.6311305747367442e-05,7.4659167736967902e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[700.0, 800.0)",103,0.00010077005572384223,9.8588387453801829e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[800.0, 900.0)",145,0.0001359906600555405,1.387894799087519e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[900.0, 1000.0)",133,0.00012816385424230248,1.2730344556288742e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1000.0, 1100.0)",160,0.00015262261149473488,1.531470089632947e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1100.0, 1200.0)",119,0.00011446695862105116,1.139030883501313e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1200.0, 1300.0)",147,0.0001438174513168633,1.4070380971453744e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1300.0, 1400.0)",116,0.0001076185071724467,1.1103157976366518e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1400.0, 1500.0)",76,7.4354604294057935e-05,7.2744830992288456e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1500.0, 1600.0)",85,8.12030557426624e-05,8.1359349812792914e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1600.0, 1700.0)",86,8.2181402831338346e-05,8.2316514715685685e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1700.0, 1800.0)",78,7.4354604294057935e-05,7.4659167736967902e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1800.0, 1900.0)",63,6.1636055761482567e-05,6.0301631743531203e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1900.0, 2000.0)",60,5.6744302128208801e-05,5.7430130095958987e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2000.0, 2100.0)",48,4.6960802137618884e-05,4.5944102688988409e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2100.0, 2200.0)",37,3.4242249967064708e-05,3.5415247123804505e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2200.0, 2300.0)",29,2.8372151064104401e-05,2.7757894940916295e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2300.0, 2400.0)",26,2.5437100703129545e-05,2.488638808917365e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2400.0, 2500.0)",28,2.7393802156439051e-05,2.6800726568576572e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2500.0, 2600.0)",19,1.8588651073514484e-05,1.8186207748072114e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2600.0, 2700.0)",18,1.7610300346859731e-05,1.7229037641008915e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2700.0, 2800.0)",10,3.913400178134907e-06,9.5716880602059184e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2800.0, 2900.0)",10,9.7834999905899167e-06,9.5716880602059184e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2900.0, 3000.0)",8,7.8268003562698141e-06,7.6573504481647348e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3000.0, 3100.0)",6,5.8701002672023606e-06,5.7430128361235511e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3100.0, 3200.0)",5,4.8917499952949584e-06,4.7858440301029592e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3200.0, 3300.0)",4,3.913400178134907e-06,3.8286752240823674e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3300.0, 3400.0)",1,9.7835004453372676e-07,9.5716880602059184e-13
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3400.0, 3500.0)",5,4.8917499952949584e-06,4.7858440301029592e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3500.0, 3600.0)",3,9.7835004453372676e-07,2.8715064180617755e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3600.0, 3700.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3700.0, 3800.0)",1,9.7835004453372676e-07,9.5716880602059184e-13
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3800.0, 3900.0)",1,9.7835004453372676e-07,9.5716880602059184e-13
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3900.0, 4000.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[4000.0, 4100.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[4100.0, 4200.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[4200.0, 4300.0)",1,9.7835004453372676e-07,9.5716880602059184e-13
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[4300.0, 4400.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[4400.0, 4500.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[4500.0, inf)",1,9.7835004453372676e-07,9.5716880602059184e-13
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-inf, 0.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.0, 100.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[100.0, 200.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[200.0, 300.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[300.0, 400.0)",15,0.0014059832319617271,1.3178592439544445e-07
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[400.0, 500.0)",384,0.035993173718452454,3.373719664523378e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[500.0, 600.0)",1720,0.16121941804885864,1.5111452739802189e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[600.0, 700.0)",3391,0.31784594058990479,2.979240525746718e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[700.0, 800.0)",4749,0.44513431191444397,4.1723425965756178e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[800.0, 900.0)",4707,0.44119754433631897,4.1354425775352865e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[900.0, 1000.0)",2653,0.24867157638072968,2.3308537492994219e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1000.0, 1100.0)",938,0.087920822203159332,8.2410133472876623e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1100.0, 1200.0)",322,0.030181774869561195,2.8290046429901849e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1200.0, 1300.0)",179,0.016778066754341125,1.572645373926207e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1300.0, 1400.0)",108,0.010123079642653465,9.4885871249061893e-07
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1400.0, 1500.0)",93,0.0087170964106917381,8.1707275967346504e-07
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1500.0, 1600.0)",56,0.0052490043453872204,4.9200082230527187e-07
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1600.0, 1700.0)",51,0.0047803432680666447,4.4807217136622057e-07
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1700.0, 1800.0)",30,0.0028119664639234543,2.6357184879088891e-07
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1800.0, 1900.0)",24,0.0022495733574032784,2.1085747903271113e-07
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1900.0, 2000.0)",25,0.0023433053866028786,2.1964321206269233e-07
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2000.0, 2100.0)",19,0.0017809121636673808,1.6692884230451455e-07
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2100.0, 2200.0)",16,0.001499715493991971,1.4057165742542566e-07
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2200.0, 2300.0)",8,0.00074985774699598551,7.0285828712712828e-08
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2300.0, 2400.0)",9,0.00084358995081856847,7.9071554637266672e-08
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2400.0, 2500.0)",4,0.00037492887349799275,3.5142914356356414e-08
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2500.0, 2600.0)",2,0.00018746443674899638,1.7571457178178207e-08
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2600.0, 2700.0)",5,0.00046866107732057571,4.3928643833623937e-08
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2700.0, 2800.0)",2,0.00018746443674899638,1.7571457178178207e-08
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2800.0, 2900.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2900.0, 3000.0)",2,0.00018746443674899638,1.7571457178178207e-08
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3000.0, 3100.0)",1,9.3732218374498188e-05,8.7857285890891035e-09
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3100.0, 3200.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3200.0, 3300.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3300.0, 3400.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3400.0, 3500.0)",1,9.3732218374498188e-05,8.7857285890891035e-09
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3500.0, 3600.0)",3,0.00028119666967540979,2.6357184879088891e-08
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3600.0, 3700.0)",2,0.00018746443674899638,1.7571457178178207e-08
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3700.0, 3800.0)",1,9.3732218374498188e-05,8.7857285890891035e-09
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3800.0, 3900.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3900.0, 4000.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[4000.0, 4100.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[4100.0, 4200.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[4200.0, 4300.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[4300.0, 4400.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[4400.0, 4500.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[4500.0, inf)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-inf, 0.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.0, 100.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[100.0, 200.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[200.0, 300.0)",1,3.1129496846915572e-07,9.6904560385139421e-14
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[300.0, 400.0)",3,9.3388490540746716e-07,2.9071368793168184e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[400.0, 500.0)",23,7.1597842179471627e-06,2.2288048143193073e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[500.0, 600.0)",85,2.6460073058842681e-05,8.2368877343808045e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[600.0, 700.0)",111,3.4553740988485515e-05,1.0756406182421685e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[700.0, 800.0)",195,6.0702517657773569e-05,1.8896389661349211e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[800.0, 900.0)",258,8.0314101069234312e-05,2.5001375969502249e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[900.0, 1000.0)",333,0.00010366122296545655,3.2269218547265055e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1000.0, 1100.0)",390,0.00012140503531554714,3.7792779322698422e-11
