dataset,leadFatJet_pt,n,weight_nominal:sumw,weight_nominal:sumw2
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1500.0, 1550.0)",178,5.5410502682207152e-05,1.7249011247111312e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1550.0, 1600.0)",86,2.6771367629407905e-05,8.3337919898340829e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1600.0, 1650.0)",48,1.4942158486519475e-05,4.6514190069069095e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1650.0, 1700.0)",25,7.7823742685723118e-06,2.4226139757471676e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1700.0, 1750.0)",16,4.9807194955064915e-06,1.5504729661622307e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1750.0, 1800.0)",13,4.0468344195687678e-06,1.2597593324406575e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1800.0, 1850.0)",10,3.1129497983783949e-06,9.6904559029886705e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1850.0, 1900.0)",9,2.8016547730658203e-06,8.7214106379504552e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1900.0, 1950.0)",6,1.8677698108149343e-06,5.8142737586336368e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1950.0, 2000.0)",4,1.2451798738766229e-06,3.8761824154055768e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2000.0, inf)",9,2.8016547730658203e-06,8.7214106379504552e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-inf, 0.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[0.0, 50.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[50.0, 100.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[100.0, 150.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[150.0, 200.0)",3040,0.00095222698291763663,2.9826849323733029e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[200.0, 250.0)",3925,0.0012294377665966749,3.850999519272591e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[250.0, 300.0)",2910,0.00091150676598772407,2.8551358499662172e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[300.0, 350.0)",2248,0.00070414680521935225,2.205617077866151e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[350.0, 400.0)",1664,0.00052121898625046015,1.6326276441880339e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[400.0, 450.0)",1444,0.00045230780960991979,1.4167754469607274e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[450.0, 500.0)",1167,0.00036554239341057837,1.1449978465360999e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[500.0, 550.0)",919,0.00028786071925424039,9.0167352750913921e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[550.0, 600.0)",757,0.00023711705580353737,7.4272782368822732e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[600.0, 650.0)",602,0.00018856600217986852,5.9065009827552473e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[650.0, 700.0)",534,0.00016726618923712522,5.2393218236135297e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[700.0, 750.0)",477,0.00014941193512640893,4.680068138585014e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[750.0, 800.0)",443,0.00013876202865503728,4.3464783855418077e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[800.0, 850.0)",329,0.0001030535131576471,3.2279717093741667e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[850.0, 900.0)",257,8.0500765761826187e-05,2.5215461663119498e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[900.0, 950.0)",253,7.9247838584706187e-05,2.4823003028084933e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[950.0, 1000.0)",197,6.17068144492805e-05,1.9328583872324501e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1000.0, 1050.0)",143,4.4792257540393621e-05,1.4030393166719612e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1050.0, 1100.0)",128,4.0093767893267795e-05,1.2558673719020863e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1100.0, 1150.0)",85,2.662476799741853e-05,8.3397446934418973e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1150.0, 1200.0)",75,2.3492442778660916e-05,7.358598105855485e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1200.0, 1250.0)",54,1.6914558727876283e-05,5.2981902719240193e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1250.0, 1300.0)",47,1.4721930710948072e-05,4.6113880942943997e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1300.0, 1350.0)",36,1.1276371878921054e-05,3.5321270647897807e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1350.0, 1400.0)",17,5.3249536904331762e-06,1.6679488736362491e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1400.0, 1450.0)",7,2.1926280169282109e-06,6.8680244868016271e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1450.0, 1500.0)",5,1.5661628367524827e-06,4.9057318537298888e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1500.0, 1550.0)",4,1.2529302466646186e-06,3.9245855371940197e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1550.0, 1600.0)",3,9.3969765657675453e-07,2.9434392206581506e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1600.0, 1650.0)",4,1.2529302466646186e-06,3.9245855371940197e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1650.0, 1700.0)",4,1.2529302466646186e-06,3.9245855371940197e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1700.0, 1750.0)",1,3.1323256166615465e-07,9.8114638429850493e-14
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1750.0, 1800.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1800.0, 1850.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1850.0, 1900.0)",3,9.3969765657675453e-07,2.9434392206581506e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1900.0, 1950.0)",3,9.3969765657675453e-07,2.9434392206581506e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1950.0, 2000.0)",1,3.1323256166615465e-07,9.8114638429850493e-14
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2000.0, inf)",2,6.264651233323093e-07,1.9622927685970099e-13
