dataset,mht_pt,n,weight_nominal:sumw,weight_nominal:sumw2
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[1300.0, 1350.0)",12,1.0405012289993465e-05,9.0220227122461694e-12
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[1350.0, 1400.0)",7,6.0695901993312873e-06,5.2628465821435988e-12
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[1400.0, 1450.0)",6,5.2025061449967325e-06,4.5110113561230847e-12
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[1450.0, 1500.0)",1,8.6708433855164913e-07,7.5183522602051411e-13
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[1500.0, 1550.0)",1,8.6708433855164913e-07,7.5183522602051411e-13
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[1550.0, 1600.0)",0,0,0
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[1600.0, inf)",2,1.7341686771032983e-06,1.5036704520410282e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-inf, 0.0)",0,0,0
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[0.0, 50.0)",939,9.4173170509748161e-05,9.9902985190025717e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[50.0, 100.0)",1679,0.00016513827722519636,1.7863377443916306e-11
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[100.0, 150.0)",1788,0.00017576241225469857,1.9023060904288513e-11
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[150.0, 200.0)",1612,0.00016173443873412907,1.7150544873167917e-11
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[200.0, 250.0)",1367,0.00013646342267747968,1.4543916418419123e-11
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[250.0, 300.0)",1240,0.00012068194337189198,1.319272642519298e-11
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[300.0, 350.0)",1042,0.00010459101758897305,1.1086145890182308e-11
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[350.0, 400.0)",919,9.0459885541349649e-05,9.7775121332688286e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[400.0, 450.0)",841,8.4683655586559325e-05,8.9476473105754017e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[450.0, 500.0)",717,7.1687136369291693e-05,7.6283744945837562e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[500.0, 550.0)",624,5.9618942032102495e-05,6.638920316270891e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[550.0, 600.0)",511,5.1057744713034481e-05,5.4366797522242827e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[600.0, 650.0)",456,4.5384662371361628e-05,4.8515184924990962e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[650.0, 700.0)",384,3.7958081520628184e-05,4.0854893253172708e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[700.0, 750.0)",343,3.4141645301133394e-05,3.6492783621333569e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[750.0, 800.0)",297,2.9809471016051248e-05,3.1598708025160072e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[800.0, 850.0)",275,2.7333944672136568e-05,2.9258062986259326e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[850.0, 900.0)",239,2.2382890165317804e-05,2.5427914981945854e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[900.0, 950.0)",193,1.9288481780677103e-05,2.0533839385772357e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[950.0, 1000.0)",159,1.578148476255592e-05,1.6916480152437408e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[1000.0, 1050.0)",138,1.3409105122264009e-05,1.4682227872722664e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[1050.0, 1100.0)",113,1.1036724572477397e-05,1.2022403472061738e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[1100.0, 1150.0)",82,8.045462891459465e-06,8.7242219741837101e-13
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[1150.0, 1200.0)",83,8.3549039118224755e-06,8.8306152754707989e-13
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[1200.0, 1250.0)",77,7.5297280091035645e-06,8.1922576361526112e-13
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[1250.0, 1300.0)",62,5.776229954790324e-06,6.5963629957560554e-13
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[1300.0, 1350.0)",45,4.2290253077226225e-06,4.7876828369874946e-13
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[1350.0, 1400.0)",36,2.888114977395162e-06,3.830146378010213e-13
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[1400.0, 1450.0)",28,2.6818208880285965e-06,2.9790026782189338e-13
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[1450.0, 1500.0)",23,2.1660862330463715e-06,2.4470380691372917e-13
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[1500.0, 1550.0)",14,1.444057488697581e-06,1.4895013391094669e-13
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[1550.0, 1600.0)",16,1.444057488697581e-06,1.7022872640572867e-13
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[1600.0, inf)",23,2.1660862330463715e-06,2.4470380691372917e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-inf, 0.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[0.0, 50.0)",2510,0.00079420651309192181,2.5130036940268496e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[50.0, 100.0)",5158,0.0016320785507559776,5.1641729781337631e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[100.0, 150.0)",5426,0.0017168782651424408,5.4324933440597079e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[150.0, 200.0)",5117,0.0016191054601222277,5.1231235920212725e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[200.0, 250.0)",4551,0.0014400134095922112,4.5564463313496617e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[250.0, 300.0)",4098,0.0012966765789315104,4.1029041275564282e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[300.0, 350.0)",3480,0.0011011309688910842,3.4841646234795576e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[350.0, 400.0)",3018,0.00095494627021253109,3.0216118496184663e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[400.0, 450.0)",2607,0.00082489894703030586,2.6101198979944229e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[450.0, 500.0)",2319,0.00073377083754166961,2.3217752720405826e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[500.0, 550.0)",1879,0.00059454742586240172,1.8812486290986641e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[550.0, 600.0)",1667,0.00052746699657291174,1.668994942249924e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[600.0, 650.0)",1372,0.00043412402737885714,1.3736418946752593e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[650.0, 700.0)",1186,0.00037527046515606344,1.1874193295291491e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[700.0, 750.0)",971,0.00030724084354005754,9.7216200367622463e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[750.0, 800.0)",848,0.0002683215425349772,8.4901481678389956e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[800.0, 850.0)",642,0.00020313967252150178,6.4276833855458904e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[850.0, 900.0)",501,0.00015852488286327571,5.0159956049844467e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[900.0, 950.0)",470,0.00014871596067678183,4.7056247787224947e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[950.0, 1000.0)",339,0.00010726533946581185,3.3940569105217477e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1000.0, 1050.0)",221,6.9928144512232393e-05,2.2126448243064978e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1050.0, 1100.0)",193,6.1068465583957732e-05,1.9323096941969986e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1100.0, 1150.0)",142,4.4931202864972875e-05,1.4216993901583486e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1150.0, 1200.0)",91,2.8793940145988017e-05,9.1108899938352472e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1200.0, 1250.0)",72,2.2782018277212046e-05,7.2086165162077442e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1250.0, 1300.0)",50,1.5820845874259248e-05,5.005983474970499e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1300.0, 1350.0)",19,6.0119218687759712e-06,1.902273911308372e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1350.0, 1400.0)",17,5.3790877245774027e-06,1.7020344552157174e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1400.0, 1450.0)",10,3.16416935675079e-06,1.0011967383621867e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1450.0, 1500.0)",4,1.2656677199629485e-06,4.0047869534487468e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1500.0, 1550.0)",1,3.1641692999073712e-07,1.0011967383621867e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1550.0, 1600.0)",1,3.1641692999073712e-07,1.0011967383621867e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1600.0, inf)",6,1.8985015231010038e-06,6.0071804301731202e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-inf, 0.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[0.0, 50.0)",2740,0.00087219924898818135,2.7763924492774095e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[50.0, 100.0)",5681,0.001808381057344377,5.7564547573107916e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[100.0, 150.0)",6134,0.0019525804091244936,6.2154714708384518e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[150.0, 200.0)",5385,0.0017141581047326326,5.4565230112046947e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[200.0, 250.0)",4522,0.001439447165466845,4.582060841862301e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[250.0, 300.0)",3909,0.0012443163432180882,3.9609190927158977e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[300.0, 350.0)",3241,0.0010316780535504222,3.284046645735117e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[350.0, 400.0)",2739,0.00087188096949830651,2.7753790932116829e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[400.0, 450.0)",2252,0.00071685865987092257,2.2819109102290014e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[450.0, 500.0)",1951,0.00062104407697916031,1.9769130776836619e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[500.0, 550.0)",1686,0.00053668901091441512,1.7083932879469188e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[550.0, 600.0)",1440,0.00045838209916837513,1.4591260144580787e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[600.0, 650.0)",1272,0.00040490418905392289,1.2888946854250349e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[650.0, 700.0)",1079,0.00034346824395470321,1.0933311894723019e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[700.0, 750.0)",941,0.0002995399700012058,9.5349832196500728e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[750.0, 800.0)",771,0.00024542541359551251,7.8124035018944937e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[800.0, 850.0)",667,0.00021232003928162158,6.758590215261151e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[850.0, 900.0)",512,0.0001629803009564057,5.1880034990237078e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[900.0, 950.0)",419,0.00013337645214051008,4.2456513998923029e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[950.0, 1000.0)",364,0.00011586881009861827,3.6883461562720044e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1000.0, 1050.0)",293,9.3268026830628514e-05,2.9689160851997798e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1050.0, 1100.0)",220,7.003059727139771e-05,2.2292202805918038e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1100.0, 1150.0)",150,4.7748133511049673e-05,1.5199229028151073e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1150.0, 1200.0)",123,3.9153470424935222e-05,1.2463368011250697e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1200.0, 1250.0)",89,2.8330559871392325e-05,9.0182089226842344e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1250.0, 1300.0)",48,1.5279403669410385e-05,4.8637534971751606e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1300.0, 1350.0)",33,1.0504590136406478e-05,3.3438304208877057e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1350.0, 1400.0)",15,4.7748135330039077e-06,1.5199228594470204e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1400.0, 1450.0)",9,2.8648880743276095e-06,9.1195378072034261e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1450.0, 1500.0)",6,1.9099254586762981e-06,6.0796918714689507e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1500.0, 1550.0)",2,6.3664180061095976e-07,2.0265638668061359e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1550.0, 1600.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1600.0, inf)",0,0,0
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-inf, 0.0)",0,0,0
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.0, 50.0)",2207,7.6063050073571503e-05,2.621471399330555e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[50.0, 100.0)",4826,0.00016632545157335699,5.7323156638089401e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[100.0, 150.0)",5174,0.00017831908189691603,6.1456694767925146e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[150.0, 200.0)",4787,0.00016498133481945843,5.6859916081064554e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[200.0, 250.0)",4237,0.00014602587907575071,5.0327025533092318e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[250.0, 300.0)",3726,0.00012841455463785678,4.4257375542144928e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[300.0, 350.0)",3333,0.00011487001756904647,3.9589325741273829e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[350.0, 400.0)",2781,9.5845643954817206e-05,3.303267815529809e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[400.0, 450.0)",2460,8.4782550402451307e-05,2.9219844859679212e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[450.0, 500.0)",1983,6.8343011662364006e-05,2.3554044999152257e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[500.0, 550.0)",1854,6.3897095969878137e-05,2.2021785436865393e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[550.0, 600.0)",1650,5.6866345403250307e-05,1.95986759807254e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[600.0, 650.0)",1479,5.0972925237147138e-05,1.7567540304408436e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[650.0, 700.0)",1258,4.3356281821615994e-05,1.4942505783058224e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[700.0, 750.0)",1039,3.5808567190542817e-05,1.2341227215509343e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[750.0, 800.0)",982,3.3844091376522556e-05,1.1664181990070355e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[800.0, 850.0)",829,2.857103208953049e-05,9.8468498979653596e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[850.0, 900.0)",718,2.4745477276155725e-05,8.5283933777893783e-13
