dataset,sublFatJet_phi,n,weight_nominal:sumw,weight_nominal:sumw2
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-2.7733333333333334, -2.56)",1532,5.2799539844272658e-05,1.8197073622244764e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-2.56, -2.3466666666666667)",1510,5.2041323215235025e-05,1.7935758130430135e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-2.3466666666666667, -2.1333333333333337)",1533,5.2834006055491045e-05,1.8208952141246515e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-2.1333333333333337, -1.9200000000000002)",1532,5.2799539844272658e-05,1.8197073622244764e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-1.9200000000000002, -1.7066666666666668)",1516,5.2248109568608925e-05,1.8007025991834125e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-1.7066666666666668, -1.4933333333333334)",1563,5.3867937822360545e-05,1.8565290364064291e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-1.4933333333333334, -1.28)",1564,5.3902404033578932e-05,1.8577168883066042e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-1.28, -1.0666666666666669)",1488,5.1283106586197391e-05,1.7674442638615506e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-1.0666666666666669, -0.8533333333333335)",1574,5.4247047955868766e-05,1.8695949736274864e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-0.8533333333333335, -0.6400000000000001)",1454,5.011131361243315e-05,1.7270590339790726e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-0.6400000000000001, -0.42666666666666675)",1490,5.1352035370655358e-05,1.7698198592416836e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-0.42666666666666675, -0.21333333333333337)",1549,5.3385436331154779e-05,1.8398999771657154e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-0.21333333333333337, 0.0)",1489,5.1317569159436971e-05,1.7686320073415085e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.0, 0.21333333333333337)",1514,5.2179180784150958e-05,1.7983270038032795e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.21333333333333337, 0.42666666666666675)",1591,5.4832944442750886e-05,1.8897873717282909e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.42666666666666675, 0.6400000000000001)",1484,5.1145249017281458e-05,1.7626930731012846e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.6400000000000001, 0.8533333333333335)",1596,5.5005264584906399e-05,1.895726414388732e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.8533333333333335, 1.0666666666666664)",1543,5.3178649977780879e-05,1.8327730826050992e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1.0666666666666664, 1.2800000000000002)",1527,5.2627219702117145e-05,1.8137683195640353e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1.2800000000000002, 1.4933333333333332)",1589,5.4764015658292919e-05,1.8874118847683752e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1.4933333333333332, 1.706666666666667)",1594,5.4936335800448433e-05,1.8933509274288163e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1.706666666666667, 1.92)",1583,5.4557229304919019e-05,1.880284990207759e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1.92, 2.1333333333333337)",1600,5.514312579180114e-05,1.900477605148998e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2.1333333333333337, 2.3466666666666667)",1541,5.3109721193322912e-05,1.8303975956451835e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2.3466666666666667, 2.5600000000000005)",1579,5.4419371736003086e-05,1.875533799447493e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2.5600000000000005, 2.7733333333333334)",1582,5.4522763093700632e-05,1.8790973551480183e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2.7733333333333334, 2.9866666666666672)",1562,5.3833475249120966e-05,1.8553414013466885e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2.9866666666666672, 3.2)",1090,3.7566253013210371e-05,1.2947004579544341e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[3.2, inf)",0,0,0
