dataset,leadFatJet_pt,n,weight_nominal:sumw,weight_nominal:sumw2
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[-inf, 0.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[0.0, 40.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[40.0, 80.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[80.0, 120.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[120.0, 160.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[160.0, 200.0)",52,4.8358913772972301e-05,4.8642558730938035e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[200.0, 240.0)",443,0.00042265691445209086,4.143971832348825e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[240.0, 280.0)",610,0.00058417569380253553,5.7061461111729272e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[280.0, 320.0)",597,0.00057353673037141562,5.58454005261666e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[320.0, 360.0)",680,0.00064994377316907048,6.3609500999817215e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[360.0, 400.0)",713,0.00067799194948747754,6.6696431710866477e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[400.0, 440.0)",690,0.00065574684413149953,6.4544930511445386e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[440.0, 480.0)",755,0.00071087601827457547,7.0625250092604119e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[480.0, 520.0)",695,0.0006567140226252377,6.5012650818374595e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[520.0, 560.0)",714,0.00067122170003131032,6.678997355180627e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[560.0, 600.0)",701,0.00067412323551252484,6.5573907415128474e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[600.0, 640.0)",685,0.0006567140226252377,6.40772157556313e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[640.0, 680.0)",661,0.00062769866781309247,6.1832172715270417e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[680.0, 720.0)",655,0.00062382995383813977,6.1270916118516539e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[720.0, 760.0)",596,0.00056870083790272474,5.5751853134111684e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[760.0, 800.0)",616,0.00057837262284010649,5.7622723259598274e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[800.0, 840.0)",554,0.00052421062719076872,5.1823034752374042e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[840.0, 880.0)",559,0.00053484959062188864,5.2290749508188128e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[880.0, 920.0)",515,0.00049422809388488531,4.8174841893455778e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[920.0, 960.0)",501,0.00047681888099759817,4.6865233915838189e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[960.0, 1000.0)",457,0.0004342630272731185,4.2749323525548277e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1000.0, 1040.0)",394,0.00037139645428396761,3.6856093177384253e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1040.0, 1080.0)",381,0.00036462620482780039,3.5640027040706457e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1080.0, 1120.0)",358,0.00034238109947182238,3.3488531392400489e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1120.0, 1160.0)",318,0.00030175963183864951,2.9746793916984871e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1160.0, 1200.0)",272,0.00025726942112669349,2.5443799844815373e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1200.0, 1240.0)",229,0.00021761510288342834,2.1421434071022816e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1240.0, 1280.0)",197,0.00019053411961067468,1.8428046588692126e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1280.0, 1320.0)",163,0.00015378135140053928,1.5247571261145509e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1320.0, 1360.0)",125,0.000118962925625965,1.1692923018724599e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1360.0, 1400.0)",101,9.5750649052206427e-05,9.4478813661424965e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1400.0, 1440.0)",65,6.286658754106611e-05,6.0803195811587329e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1440.0, 1480.0)",53,4.7391735279234126e-05,4.9577991018123768e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1480.0, 1520.0)",28,2.708099054871127e-05,2.619214567456396e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1520.0, 1560.0)",14,1.3540495274355635e-05,1.309607283728198e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1560.0, 1600.0)",13,1.2573317690112162e-05,1.2160639682734509e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1600.0, 1640.0)",5,4.8358915591961704e-06,4.6771692421843092e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1640.0, 1680.0)",1,9.67178266364499e-07,9.3543380506877494e-13
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1680.0, 1720.0)",2,1.934356532728998e-06,1.8708676101375499e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1720.0, 1760.0)",4,3.868713065457996e-06,3.7417352202750997e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1760.0, 1800.0)",3,2.901534799093497e-06,2.8063014152063248e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1800.0, 1840.0)",2,1.934356532728998e-06,1.8708676101375499e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1840.0, 1880.0)",1,9.67178266364499e-07,9.3543380506877494e-13
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1880.0, 1920.0)",1,9.67178266364499e-07,9.3543380506877494e-13
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1920.0, 1960.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1960.0, 2000.0)",1,9.67178266364499e-07,9.3543380506877494e-13
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[2000.0, inf)",0,0,0
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-inf, 0.0)",0,0,0
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[0.0, 40.0)",0,0,0
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[40.0, 80.0)",0,0,0
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[80.0, 120.0)",0,0,0
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[120.0, 160.0)",0,0,0
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[160.0, 200.0)",24,2.081002457998693e-05,1.8044045424492339e-11
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[200.0, 240.0)",249,0.00021243566880002618,1.8720697214646975e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[240.0, 280.0)",313,0.00026966322911903262,2.3532442661178266e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[280.0, 320.0)",401,0.00034249830059707165,3.0148591956269399e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[320.0, 360.0)",399,0.00033729581627994776,2.999822612537173e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[360.0, 400.0)",497,0.00042053591459989548,3.7366210126066335e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[400.0, 440.0)",538,0.00045955469249747694,4.0448736027265397e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[440.0, 480.0)",580,0.00049597222823649645,4.3606443456134514e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[480.0, 520.0)",547,0.00046215596375986934,4.1125386429641253e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[520.0, 560.0)",642,0.000547997304238379,4.8267823071768134e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[560.0, 600.0)",588,0.00050464307423681021,4.4207912330840315e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[600.0, 640.0)",666,0.00057227566139772534,5.0072224144770416e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[640.0, 680.0)",639,0.00054192770039662719,4.8042270162085288e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[680.0, 720.0)",663,0.00056794023839756846,4.9846676786202693e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[720.0, 760.0)",684,0.00058788317255675793,5.1425530500637251e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[760.0, 800.0)",759,0.00064424367155879736,5.7064292180442067e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[800.0, 840.0)",725,0.00061823113355785608,5.4508053626278752e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[840.0, 880.0)",707,0.00060609192587435246,5.315475282152704e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[880.0, 920.0)",704,0.00059481983771547675,5.2929199911844194e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[920.0, 960.0)",696,0.00059481983771547675,5.2327731037138392e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[960.0, 1000.0)",686,0.00057747814571484923,5.1575899107092482e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[1000.0, 1040.0)",650,0.00055840233108028769,4.8869291946473936e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[1040.0, 1080.0)",668,0.00057054148055613041,5.0222592751225648e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[1080.0, 1120.0)",651,0.00055926939239725471,4.8944470698586429e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[1120.0, 1160.0)",594,0.00050464307423681021,4.4659012599090886e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[1160.0, 1200.0)",580,0.00049770640907809138,4.3606443456134514e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[1200.0, 1240.0)",534,0.00046302302507683635,4.0148001589912496e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[1240.0, 1280.0)",521,0.00044308009091764688,3.9170613974626178e-10
