dataset,min_dphi,n,weight_nominal:sumw,weight_nominal:sumw2
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1.68, 1.76)",422,0.00013433142157737166,4.2760496532512349e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1.76, 1.84)",367,0.00011682377225952223,3.7187447565756315e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1.84, 1.92)",324,0.00010313597158528864,3.2830335672251465e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1.92, 2.0)",285,9.0721456217579544e-05,2.8878534980014692e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2.0, 2.08)",274,8.7219923443626612e-05,2.776392483971879e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2.08, 2.16)",275,8.7538246589247137e-05,2.7865253507397547e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2.16, 2.24)",275,8.7538246589247137e-05,2.7865253507397547e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2.24, 2.32)",274,8.7219923443626612e-05,2.776392483971879e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2.32, 2.4)",258,8.2126789493486285e-05,2.6142673095752578e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2.4, 2.48)",303,9.6451229183003306e-05,3.0702444059338418e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2.48, 2.56)",274,8.7219923443626612e-05,2.776392483971879e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2.56, 2.64)",318,0.00010122604726348072,3.2222367135625873e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2.64, 2.72)",362,0.00011523216380737722,3.6680807696809481e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2.72, 2.8000000000000003)",453,0.00014419936633203179,4.5901671352766016e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2.8000000000000003, 2.88)",518,0.00016489022527821362,5.248800352686267e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2.88, 2.96)",748,0.00023810403945390135,7.5793489540121328e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2.96, 3.04)",1244,0.00039599119918420911,1.2605226584749829e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[3.04, 3.12)",1960,0.00062390894163399935,1.986032588385811e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[3.12, 3.2)",660,0.00021009179181419313,6.6876608417754113e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[3.2, inf)",0,0,0
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-inf, 0.0)",461,1.5888112102402374e-05,5.4757511459141428e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.0, 0.08)",10212,0.0003519509918987751,1.2129798901416855e-11
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.08, 0.16)",7485,0.0002579664287623018,8.8906720527304195e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.16, 0.24)",4990,0.00017197761917486787,5.9271147018202797e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.24, 0.32)",3523,0.00012141826300648972,4.1846144605006685e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.32, 0.4)",2620,9.029686771100387e-05,3.1120321163785603e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.4, 0.48)",1994,6.8722118157893419e-05,2.3684702202958485e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.48, 0.56)",1581,5.4488300520461053e-05,1.8779095032478432e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.56, 0.64)",1254,4.3218424252700061e-05,1.4894993875455564e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.64, 0.72)",1179,4.0633589378558099e-05,1.4004145065804607e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.72, 0.8)",973,3.3533913665451109e-05,1.1557279655863284e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.8, 0.88)",920,3.1707295420346782e-05,1.0927746338026956e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.88, 0.96)",845,2.9122462365194224e-05,1.0036897528375999e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.96, 1.04)",738,2.5434766939724796e-05,8.7659534579037635e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1.04, 1.12)",703,2.4228509573731571e-05,8.3502237242794042e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1.12, 1.2)",716,2.4676548491697758e-05,8.5046374239880485e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1.2, 1.28)",670,2.3091182811185718e-05,7.9582499444563748e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1.28, 1.36)",644,2.2195106794242747e-05,7.6494225450390863e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1.36, 1.44)",620,2.1367961380747147e-05,7.3643510994231276e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1.44, 1.52)",530,1.8266160623170435e-05,6.2953320941611102e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1.52, 1.6)",474,1.6336151020368561e-05,5.6301648456227871e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1.6, 1.68)",384,1.323435026279185e-05,4.5611463824618559e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1.68, 1.76)",282,9.7189758889726363e-06,3.3495919254424023e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1.76, 1.84)",269,9.2709378805011511e-06,3.1951779546832149e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1.84, 1.92)",247,8.512719432474114e-06,2.9338624628685861e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1.92, 2.0)",204,7.0307482928910758e-06,2.4231089140389073e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2.0, 2.08)",177,6.1002083384664729e-06,2.1024034021956822e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2.08, 2.16)",191,6.5827102844195906e-06,2.268695214330263e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2.16, 2.24)",186,6.4103883232746739e-06,2.2093053298269383e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2.24, 2.32)",174,5.996814707032172e-06,2.0667694714936874e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2.32, 2.4)",168,5.7900278989109211e-06,1.9955014745644262e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2.4, 2.48)",190,6.5482458921906073e-06,2.2568172374295981e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2.48, 2.56)",164,5.6521703299949877e-06,1.9479895669617664e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2.56, 2.64)",184,6.3414590840693563e-06,2.1855493760256084e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2.64, 2.72)",195,6.7205683080828749e-06,2.3162071219329228e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2.72, 2.8000000000000003)",225,7.7545018939417787e-06,2.6725467000034142e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2.8000000000000003, 2.88)",273,9.4087954494170845e-06,3.2426901333364178e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2.88, 2.96)",382,1.3165420568839181e-05,4.537390428660526e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2.96, 3.04)",546,1.8817590898834169e-05,6.4853802666728355e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[3.04, 3.12)",992,3.4188735298812389e-05,1.1782961759077004e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[3.12, 3.2)",413,1.4233818546927068e-05,4.9056077125811393e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[3.2, inf)",0,0,0
