dataset,sublFatJet_eta,n,weight_nominal:sumw,weight_nominal:sumw2
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-1.1999999999999997, -1.0)",1871,0.00059557839995250106,1.8958505598742903e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-1.0, -0.7999999999999998)",2315,0.00073691288707777858,2.3457477626998013e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-0.7999999999999998, -0.5999999999999996)",2607,0.0008298626053147018,2.6416260845429917e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-0.5999999999999996, -0.3999999999999999)",2965,0.00094382144743576646,3.0043809107205277e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-0.3999999999999999, -0.19999999999999973)",3221,0.0010253116488456726,3.2637811897551217e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-0.19999999999999973, 0.0)",3314,0.001054915483109653,3.3580163649737926e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[0.0, 0.20000000000000018)",3374,0.0010740146972239017,3.4188132880252908e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[0.20000000000000018, 0.40000000000000036)",3204,0.0010199001990258694,3.2465552468607939e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[0.40000000000000036, 0.6000000000000005)",3071,0.00097756343893706799,3.1117888821263762e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[0.6000000000000005, 0.8000000000000007)",2563,0.00081585644511505961,2.5970414707643386e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[0.8000000000000007, 1.0)",2272,0.00072322506457567215,2.3021765049868748e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1.0, 1.2000000000000002)",1839,0.00058539211750030518,1.8634255249949661e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1.2000000000000002, 1.4000000000000004)",1395,0.00044405765947885811,1.413528322169455e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1.4000000000000004, 1.6000000000000005)",1066,0.00033933008671738207,1.0801585320630025e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1.6000000000000005, 1.8000000000000007)",762,0.00024256051983684301,7.7212083948730026e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1.8000000000000007, 2.0)",450,0.00014324441144708544,4.5597685349729744e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2.0, 2.2)",294,9.3586342700291425e-05,2.9790489519676555e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2.2, 2.4000000000000004)",199,6.3345862145069987e-05,2.0164311193004991e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2.4000000000000004, 2.6000000000000005)",129,4.1063394746743143e-05,1.3071336547876289e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2.6000000000000005, 2.8000000000000007)",61,1.9417575458646752e-05,6.18101967178597e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2.8000000000000007, 3.0)",18,5.729776148655219e-06,1.8239075614406852e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[3.0, 3.2)",9,2.8648880743276095e-06,9.1195378072034261e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[3.2, 3.4000000000000004)",1,3.1832090030547988e-07,1.0132819334030679e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[3.4000000000000004, 3.6000000000000005)",3,9.5496272933814907e-07,3.0398459357344754e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[3.6000000000000005, 3.8000000000000007)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[3.8000000000000007, 4.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[4.0, inf)",0,0,0
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-inf, -4.0)",0,0,0
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-4.0, -3.8)",0,0,0
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-3.8, -3.6)",0,0,0
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-3.6, -3.4)",2,6.8928905250231765e-08,2.3755970741988833e-15
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-3.4, -3.2)",8,2.7571562100092706e-07,9.5023882967955331e-15
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-3.2, -3.0)",13,4.4803789478464751e-07,1.5441380135259794e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-3.0, -2.8)",33,1.1373269899195293e-06,3.9197350877248627e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-2.8, -2.5999999999999996)",79,2.7226917609368684e-06,9.3836085277888837e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-2.5999999999999996, -2.4)",111,3.8255543586274143e-06,1.3184563846507097e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-2.4, -2.2)",212,7.3064638854702935e-06,2.5181330002947699e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-2.2, -2.0)",337,1.1614520190050825e-05,4.0028811970800604e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-2.0, -1.7999999999999998)",545,1.8783126506605186e-05,6.4735022897721706e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-1.7999999999999998, -1.5999999999999996)",826,2.8467637093854137e-05,9.8112154251622785e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-1.5999999999999996, -1.4)",1199,4.1322877223137766e-05,1.4241704603817906e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-1.4, -1.1999999999999997)",1557,5.3661151468986645e-05,1.8494023586862474e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-1.1999999999999997, -1.0)",2009,6.9239082222338766e-05,2.3862873482771718e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-1.0, -0.7999999999999998)",2482,8.5540770669467747e-05,2.9481159267291668e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-0.7999999999999998, -0.5999999999999996)",2796,9.6362608019262552e-05,3.3210847266706978e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-0.5999999999999996, -0.3999999999999999)",3357,0.00011569717025849968,3.9874397186889787e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-0.3999999999999999, -0.19999999999999973)",3521,0.00012134933786001056,4.1822387567003183e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-0.19999999999999973, 0.0)",3742,0.00012896598491352051,4.4447423172555567e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.0, 0.20000000000000018)",3543,0.00012210755085106939,4.2083701974615639e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.20000000000000018, 0.40000000000000036)",3501,0.0001206600500154309,4.1584825860585539e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.40000000000000036, 0.6000000000000005)",3210,0.00011063089186791331,3.8128332956188782e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.6000000000000005, 0.8000000000000007)",2946,0.00010153227776754647,3.4992544886008892e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.8000000000000007, 1.0)",2448,8.4368977695703506e-05,2.9077309136871232e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1.0, 1.2000000000000002)",2070,7.1341419243253767e-05,2.4587430615813366e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1.2000000000000002, 1.4000000000000004)",1552,5.3488831326831132e-05,1.8434633160258063e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1.4000000000000004, 1.6000000000000005)",1172,4.0392336813965812e-05,1.3920998685398867e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1.6000000000000005, 1.8000000000000007)",821,2.829531513270922e-05,9.75182608276004e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1.8000000000000007, 2.0)",542,1.8679733329918236e-05,6.4378678169690895e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2.0, 2.2)",325,1.1200947483303025e-05,3.860345203221538e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2.2, 2.4000000000000004)",198,6.8239614847698249e-06,2.3518410526349176e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2.4000000000000004, 2.6000000000000005)",134,4.6182367441360839e-06,1.591649988891275e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2.6000000000000005, 2.8000000000000007)",69,2.3780471565260086e-06,8.1958101600960315e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2.8000000000000007, 3.0)",18,6.2036014014665852e-07,2.1380373667789949e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[3.0, 3.2)",11,3.7910896821813367e-07,1.3065783908093858e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[3.2, 3.4000000000000004)",1,3.4464452625115882e-08,1.1877985370994416e-15
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[3.4000000000000004, 3.6000000000000005)",1,3.4464452625115882e-08,1.1877985370994416e-15
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[3.6000000000000005, 3.8000000000000007)",0,0,0
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[3.8000000000000007, 4.0)",0,0,0
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[4.0, inf)",0,0,0
