dataset,dijet_mt,n,weight_nominal:sumw,weight_nominal:sumw2
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[200.0, 300.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[300.0, 400.0)",9,2.8648880743276095e-06,9.1195378072034261e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[400.0, 500.0)",28,8.9129853222402744e-06,2.8371894677386988e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[500.0, 600.0)",125,3.9790113078197464e-05,1.2666024479246474e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[600.0, 700.0)",270,8.5946645413059741e-05,2.7358611903727237e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[700.0, 800.0)",453,0.00014419936633203179,4.5901671352766016e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[800.0, 900.0)",597,0.00019003757915925235,6.0492930109568022e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[900.0, 1000.0)",764,0.00024319716612808406,7.741474128408754e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1000.0, 1100.0)",935,0.00029763003112748265,9.4741860190428184e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1100.0, 1200.0)",1156,0.00036797896609641612,1.1713538472513108e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1200.0, 1300.0)",1412,0.00044946910929866135,1.4307541262859047e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1300.0, 1400.0)",1498,0.00047684469609521329,1.5178963641560017e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1400.0, 1500.0)",1684,0.00053605239372700453,1.7063667145933437e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1500.0, 1600.0)",1925,0.00061276770429685712,1.9505677628650631e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1600.0, 1700.0)",2187,0.00069616781547665596,2.2160476231825044e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1700.0, 1800.0)",2289,0.00072863651439547539,2.3194023091033245e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1800.0, 1900.0)",2503,0.00079675723100081086,2.5362445477128404e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1900.0, 2000.0)",2646,0.00084227707702666521,2.6811439179930119e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2000.0, 2100.0)",2702,0.00086010305676609278,2.7378876943373598e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2100.0, 2200.0)",2822,0.00089830160140991211,2.8594815404403562e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2200.0, 2300.0)",2763,0.0008795206667855382,2.7996979734545846e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2300.0, 2400.0)",2739,0.00087188096949830651,2.7753790932116829e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2400.0, 2500.0)",2544,0.00080980837810784578,2.5777893708500699e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2500.0, 2600.0)",2195,0.00069871440064162016,2.2241537778189269e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2600.0, 2700.0)",1851,0.00058921199524775147,1.8755848263385388e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2700.0, 2800.0)",1375,0.00043769122567027807,1.3932627274115816e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2800.0, 2900.0)",816,0.00025974985328502953,8.2683804247807302e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2900.0, 3000.0)",426,0.00013560469960793853,4.3165811203227378e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[3000.0, 3100.0)",202,6.4300824305973947e-05,2.0468295461317787e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[3100.0, 3200.0)",94,2.9922164685558528e-05,9.5248505263545447e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[3200.0, 3300.0)",63,2.0054216292919591e-05,6.3836761397817465e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[3300.0, 3400.0)",34,1.0822910553542897e-05,3.4451586548855939e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[3400.0, 3500.0)",29,9.231305739376694e-06,2.9385177017365871e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[3500.0, 3600.0)",20,6.3664178924227599e-06,2.0265638125960272e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[3600.0, 3700.0)",11,3.5015298180951504e-06,1.1146101402959019e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[3700.0, 3800.0)",13,4.1381717892363667e-06,1.3172664998714612e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[3800.0, 3900.0)",11,3.5015298180951504e-06,1.1146101402959019e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[3900.0, 4000.0)",2,6.3664180061095976e-07,2.0265638668061359e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[4000.0, 4100.0)",5,1.59160447310569e-06,5.0664095314900681e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[4100.0, 4200.0)",2,6.3664180061095976e-07,2.0265638668061359e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[4200.0, 4300.0)",4,1.2732836012219195e-06,4.0531277336122717e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[4300.0, 4400.0)",4,1.2732836012219195e-06,4.0531277336122717e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[4400.0, 4500.0)",3,9.5496272933814907e-07,3.0398459357344754e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[4500.0, inf)",8,2.5465672024438391e-06,8.1062554672245435e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-inf, 0.0)",0,0,0
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.0, 100.0)",0,0,0
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[100.0, 200.0)",0,0,0
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[200.0, 300.0)",0,0,0
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[300.0, 400.0)",0,0,0
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[400.0, 500.0)",11,3.7910896821813367e-07,1.3065783908093858e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[500.0, 600.0)",41,1.4130425824987469e-06,4.869973917404416e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[600.0, 700.0)",92,3.1707295420346782e-06,1.0927746880128042e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[700.0, 800.0)",145,4.9973455134022515e-06,1.7223078703238609e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[800.0, 900.0)",214,7.3753926699282601e-06,2.5418889540960998e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[900.0, 1000.0)",300,1.0339335858589038e-05,3.5633955096543712e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1000.0, 1100.0)",426,1.4681856555398554e-05,5.0600219543908698e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1100.0, 1200.0)",491,1.6922045688261278e-05,5.8320909950351774e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1200.0, 1300.0)",586,2.0196168406982906e-05,6.9604993426994333e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1300.0, 1400.0)",678,2.3366899768006988e-05,8.0532743017627806e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1400.0, 1500.0)",787,2.7123523977934383e-05,9.3479748681374319e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1500.0, 1600.0)",849,2.9260319934110157e-05,1.0084409435978658e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1600.0, 1700.0)",1008,3.474016921245493e-05,1.1973009389487643e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1700.0, 1800.0)",1154,3.9771977753844112e-05,1.3707195101186898e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1800.0, 1900.0)",1270,4.3769854528363794e-05,1.5085041505866204e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1900.0, 2000.0)",1428,4.9215239414479584e-05,1.6961762940373437e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2000.0, 2100.0)",1514,5.2179180784150958e-05,1.7983270038032795e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2100.0, 2200.0)",1742,6.0037076764274389e-05,2.0691449855586574e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2200.0, 2300.0)",1888,6.5068888943642378e-05,2.2425635567285829e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2300.0, 2400.0)",2113,7.2823386290110648e-05,2.5098183080440872e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2400.0, 2500.0)",2191,7.5511612521950155e-05,2.602466636289491e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2500.0, 2600.0)",2273,7.8337703598663211e-05,2.6998661552951608e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2600.0, 2700.0)",2423,8.3507366070989519e-05,2.8780359172253522e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2700.0, 2800.0)",2468,8.5058265540283173e-05,2.9314868674884531e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2800.0, 2900.0)",2340,8.0646816059015691e-05,2.7794485463195073e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2900.0, 3000.0)",2462,8.485148282488808e-05,2.9243599729278369e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[3000.0, 3100.0)",2405,8.2887010648846626e-05,2.8566554503839381e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[3100.0, 3200.0)",2285,7.8751276305411011e-05,2.7141197275759588e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[3200.0, 3300.0)",2165,7.4615541961975396e-05,2.5715837879275449e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[3300.0, 3400.0)",1883,6.4896565163508058e-05,2.2366247309085763e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[3400.0, 3500.0)",1661,5.7245455536758527e-05,1.9729333184531628e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[3500.0, 3600.0)",1361,4.6906119678169489e-05,1.61659379459278e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[3600.0, 3700.0)",1043,3.594642475945875e-05,1.2388739123112003e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[3700.0, 3800.0)",747,2.5744946469785646e-05,8.872855250009748e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[3800.0, 3900.0)",444,1.5302217434509657e-05,5.2738255386028388e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[3900.0, 4000.0)",234,8.0646823334973305e-06,2.7794484921093987e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[4000.0, 4100.0)",103,3.5498385386745213e-06,1.2234324339201186e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[4100.0, 4200.0)",43,1.4819714806435513e-06,5.1075337942308938e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[4200.0, 4300.0)",34,1.1717913821485126e-06,4.0385148567315121e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[4300.0, 4400.0)",30,1.0339335858589038e-06,3.5633957807049144e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[4400.0, 4500.0)",15,5.1696679292945191e-07,1.7816978903524572e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[4500.0, inf)",44,1.5164358728725347e-06,5.2263135632375432e-14
