dataset,sublFatJet_pt,n,weight_nominal:sumw,weight_nominal:sumw2
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[280.0, 320.0)",2783,0.00088588707149028778,2.819963706990336e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[320.0, 360.0)",2578,0.00082063127774745226,2.6122407015272131e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[360.0, 400.0)",2443,0.0007776579586789012,2.4754476246613422e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[400.0, 440.0)",2396,0.00076269690180197358,2.4278234977970214e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[440.0, 480.0)",2221,0.00070699071511626244,2.2504992314154038e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[480.0, 520.0)",2032,0.00064682809170335531,2.05898895155876e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[520.0, 560.0)",2005,0.00063823338132351637,2.0316302806744346e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[560.0, 600.0)",1807,0.00057520589325577021,1.8310004901156418e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[600.0, 640.0)",1685,0.00053637073142454028,1.7073800706590703e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[640.0, 680.0)",1540,0.00049021421000361443,1.5604541270253236e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[680.0, 720.0)",1454,0.00046283859410323203,1.4733118891552266e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[720.0, 760.0)",1408,0.00044819581671617925,1.4267009795787544e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[760.0, 800.0)",1224,0.00038962479447945952,1.2402570637171095e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[800.0, 840.0)",1147,0.00036511407233774662,1.1622344059381007e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[840.0, 880.0)",1013,0.00032245906186290085,1.0264546157490173e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[880.0, 920.0)",938,0.00029858501511625946,9.5045846193464456e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[920.0, 960.0)",824,0.00026229640934616327,8.349443358923736e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[960.0, 1000.0)",752,0.00023937731748446822,7.6198804210836357e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1000.0, 1040.0)",637,0.00020277041767258197,6.45460560000366e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1040.0, 1080.0)",538,0.00017125664453487843,5.4514566472096959e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1080.0, 1120.0)",452,0.00014388104318641126,4.5800342685087259e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1120.0, 1160.0)",378,0.00012032529775751755,3.8302055971328741e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1160.0, 1200.0)",306,9.7406198619864881e-05,3.1006426592927738e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1200.0, 1240.0)",209,6.6529071773402393e-05,2.1177592665622136e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1240.0, 1280.0)",129,4.1063394746743143e-05,1.3071336547876289e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1280.0, 1320.0)",87,2.7693919037119485e-05,8.8155524546884578e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1320.0, 1360.0)",71,2.2600783267989755e-05,7.1943015780839836e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1360.0, 1400.0)",34,1.0822910553542897e-05,3.4451586548855939e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1400.0, 1440.0)",23,7.3213805080740713e-06,2.330548514589692e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1440.0, 1480.0)",8,2.5465672024438391e-06,8.1062554672245435e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1480.0, 1520.0)",6,1.9099254586762981e-06,6.0796918714689507e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1520.0, 1560.0)",1,3.1832090030547988e-07,1.0132819334030679e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1560.0, 1600.0)",1,3.1832090030547988e-07,1.0132819334030679e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1600.0, 1640.0)",2,6.3664180061095976e-07,2.0265638668061359e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1640.0, 1680.0)",4,1.2732836012219195e-06,4.0531277336122717e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1680.0, 1720.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1720.0, 1760.0)",1,3.1832090030547988e-07,1.0132819334030679e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1760.0, 1800.0)",1,3.1832090030547988e-07,1.0132819334030679e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1800.0, inf)",3,9.5496272933814907e-07,3.0398459357344754e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-inf, 0.0)",0,0,0
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.0, 40.0)",0,0,0
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[40.0, 80.0)",0,0,0
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[80.0, 120.0)",0,0,0
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[120.0, 160.0)",0,0,0
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[160.0, 200.0)",1190,4.101269951206632e-05,1.4134802269610836e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[200.0, 240.0)",1790,6.1691367591265589e-05,2.1261592746818492e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[240.0, 280.0)",1898,6.5413529227953404e-05,2.2544416420494651e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[280.0, 320.0)",1961,6.7584791395347565e-05,2.3292728423135456e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[320.0, 360.0)",1977,6.8136221671011299e-05,2.3482776053546095e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[360.0, 400.0)",1974,6.8032830313313752e-05,2.3447142664945186e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[400.0, 440.0)",1944,6.6998894908465445e-05,2.3090804442127411e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[440.0, 480.0)",1985,6.8411936808843166e-05,2.357780203715576e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[480.0, 520.0)",1919,6.6137283283751458e-05,2.2793854477509701e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[520.0, 560.0)",1840,6.3414590840693563e-05,2.1855492676053911e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[560.0, 600.0)",1802,6.2104940298013389e-05,2.1404130638030816e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[600.0, 640.0)",1776,6.1208869738038629e-05,2.1095302154411355e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[640.0, 680.0)",1674,5.7693494454724714e-05,1.9883747426341358e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[680.0, 720.0)",1647,5.676295404555276e-05,1.9563042592124491e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[720.0, 760.0)",1573,5.4212585382629186e-05,1.8684071217273113e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[760.0, 800.0)",1554,5.3557760111289099e-05,1.8458390198261565e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[800.0, 840.0)",1452,5.0042384827975184e-05,1.7246834385989396e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[840.0, 880.0)",1434,4.9422025767853484e-05,1.7033030801777427e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[880.0, 920.0)",1324,4.5630935346707702e-05,1.572645225850211e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[920.0, 960.0)",1281,4.4148964661872014e-05,1.5215699793874604e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[960.0, 1000.0)",1162,4.0047692891675979e-05,1.3802218916392217e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1000.0, 1040.0)",1137,3.9186081266961992e-05,1.3505268951774507e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1040.0, 1080.0)",1013,3.4912489354610443e-05,1.2032398731889882e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1080.0, 1120.0)",998,3.4395525290165097e-05,1.1854229620480994e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1120.0, 1160.0)",890,3.0673363653477281e-05,1.0571407031007007e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1160.0, 1200.0)",882,3.0397646696656011e-05,1.0476383215801688e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1200.0, 1240.0)",796,2.7433703507995233e-05,9.4548761181423302e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1240.0, 1280.0)",719,2.4779941668384708e-05,8.5402713546900433e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1280.0, 1320.0)",624,2.150581894966308e-05,7.4118630070257874e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1320.0, 1360.0)",580,1.9989382053609006e-05,6.8892314812954436e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1360.0, 1400.0)",496,1.7094367649406195e-05,5.8914808795385021e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1400.0, 1440.0)",446,1.5371146218967624e-05,5.2975814924041686e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1440.0, 1480.0)",359,1.2372738638077863e-05,4.2641966888946892e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1480.0, 1520.0)",301,1.0373800250818022e-05,3.5752734865550362e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1520.0, 1560.0)",260,8.9607574409455992e-06,3.0882761625772304e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1560.0, 1600.0)",212,7.3064638854702935e-06,2.5181330002947699e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1600.0, 1640.0)",146,5.0318099056312349e-06,1.7341858472245258e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1640.0, 1680.0)",146,5.0318099056312349e-06,1.7341858472245258e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1680.0, 1720.0)",78,2.688227368707885e-06,9.2648287587822342e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1720.0, 1760.0)",52,1.79215157913859e-06,6.1765520541039176e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1760.0, 1800.0)",38,1.3096491784381215e-06,4.5136346103844677e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1800.0, inf)",61,2.102331563946791e-06,7.2455713304164782e-14
