dataset,ht,n,weight_nominal:sumw,weight_nominal:sumw2
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[2240.0, 2310.0)",280,8.8596738351043314e-05,2.8033509541502966e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[2310.0, 2380.0)",186,5.885354767087847e-05,1.8622259984057976e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[2380.0, 2450.0)",178,5.6322212913073599e-05,1.7821301726006489e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[2450.0, 2520.0)",131,4.1450617572991177e-05,1.3115676947283994e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[2520.0, 2590.0)",114,3.6071531212655827e-05,1.1413642600488494e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[2590.0, 2660.0)",79,2.4996938009280711e-05,7.9094543414814922e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[2660.0, 2730.0)",49,1.550442902953364e-05,4.9058639095544976e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[2730.0, 2800.0)",29,9.1760912255267613e-06,2.9034704328301242e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[2800.0, 2870.0)",40,1.265667742700316e-05,4.0047869534487468e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[2870.0, 2940.0)",24,7.5940060924040154e-06,2.4028721720692481e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[2940.0, 3010.0)",19,6.0119218687759712e-06,1.902273911308372e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[3010.0, 3080.0)",10,3.16416935675079e-06,1.0011967383621867e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[3080.0, 3150.0)",8,2.5313354399258969e-06,8.0095739068974936e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[3150.0, 3220.0)",9,2.8477522846515058e-06,9.0107706452596803e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[3220.0, 3290.0)",6,1.8985015231010038e-06,6.0071804301731202e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[3290.0, 3360.0)",2,6.3283385998147423e-07,2.0023934767243734e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[3360.0, 3430.0)",4,1.2656677199629485e-06,4.0047869534487468e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[3430.0, 3500.0)",3,9.4925076155050192e-07,3.0035902150865601e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[3500.0, inf)",22,6.9611724029527977e-06,2.2026328243968107e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-inf, 0.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[0.0, 70.0)",9,2.8648880743276095e-06,9.1195378072034261e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[70.0, 140.0)",39,1.24145153677091e-05,3.9517993911941662e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[140.0, 210.0)",99,3.1513769499724731e-05,1.0031491262663117e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[210.0, 280.0)",143,4.5519889681600034e-05,1.4489931823846725e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[280.0, 350.0)",278,8.8493208750151098e-05,2.8169237775710343e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[350.0, 420.0)",427,0.00013592302275355905,4.3267139870906135e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[420.0, 490.0)",530,0.00016871007392182946,5.3703944069560805e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[490.0, 560.0)",760,0.00024192388809751719,7.7009426613372511e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[560.0, 630.0)",879,0.00027980408049188554,8.9067482555993394e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[630.0, 700.0)",1050,0.00033423694549128413,1.0639460146233404e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[700.0, 770.0)",1263,0.0004020392952952534,1.2797750359450077e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[770.0, 840.0)",1319,0.00041986527503468096,1.3365188122893557e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[840.0, 910.0)",1505,0.00047907294356264174,1.5249893015045757e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[910.0, 980.0)",1668,0.00053095928160473704,1.6901542665426206e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[980.0, 1050.0)",1774,0.00056470127310603857,1.797562099170591e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1050.0, 1120.0)",1865,0.00059366849018260837,1.8897708398135649e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1120.0, 1190.0)",1931,0.00061467767227441072,1.9566473441479104e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1190.0, 1260.0)",2054,0.00065383111359551549,2.0812811196702086e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1260.0, 1330.0)",2048,0.0006519212038256228,2.0752013996094831e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1330.0, 1400.0)",2164,0.00068884645588696003,2.1927420990053292e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1400.0, 1470.0)",2156,0.00068629987072199583,2.1846358055910287e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1470.0, 1540.0)",2094,0.00066656398121267557,2.1218123091859553e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1540.0, 1610.0)",2083,0.00066306244116276503,2.1106662251302311e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1610.0, 1680.0)",2008,0.00063918839441612363,2.0346700713158583e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1680.0, 1750.0)",1961,0.0006242272793315351,1.9870458056736595e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1750.0, 1820.0)",1906,0.00060671963728964329,1.9313153853950382e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1820.0, 1890.0)",1771,0.00056374631822109222,1.7945223085291673e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1890.0, 1960.0)",1667,0.00053064094390720129,1.689141049254772e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1960.0, 2030.0)",1578,0.000502310402225703,1.5989588819653733e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2030.0, 2100.0)",1433,0.00045615385170094669,1.4520330771095047e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2100.0, 2170.0)",1304,0.00041509044240228832,1.3213195815264811e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2170.0, 2240.0)",1280,0.00040745074511505663,1.2970008400614574e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2240.0, 2310.0)",1002,0.00031895755091682076,1.015308531693293e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2310.0, 2380.0)",939,0.00029890332370996475,9.5147174861143213e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2380.0, 2450.0)",832,0.00026484299451112747,8.4305055991773514e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2450.0, 2520.0)",654,0.00020818186749238521,6.626863641168157e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2520.0, 2590.0)",561,0.00017857801867648959,5.684511542036752e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2590.0, 2660.0)",408,0.00012987492664251477,4.1341902123903651e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2660.0, 2730.0)",359,0.00011427720164647326,3.6376821693773209e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2730.0, 2800.0)",254,8.0853511462919414e-05,2.5737361894484501e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2800.0, 2870.0)",186,5.9207686717854813e-05,1.8847043717351575e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2870.0, 2940.0)",118,3.7561865610769019e-05,1.1956726407580387e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2940.0, 3010.0)",91,2.8967202524654567e-05,9.2208653906800109e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[3010.0, 3080.0)",55,1.7507649317849427e-05,5.5730507014795094e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[3080.0, 3150.0)",44,1.4006119272380602e-05,4.4584405611836075e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[3150.0, 3220.0)",28,8.9129853222402744e-06,2.8371894677386988e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[3220.0, 3290.0)",22,7.0030596361903008e-06,2.2292202805918038e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[3290.0, 3360.0)",18,5.729776148655219e-06,1.8239075614406852e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[3360.0, 3430.0)",19,6.0480970205389895e-06,1.925235578598139e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[3430.0, 3500.0)",5,1.59160447310569e-06,5.0664095314900681e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[3500.0, inf)",52,1.6552687156945467e-05,5.2690659994858446e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-inf, 0.0)",0,0,0
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.0, 70.0)",9,3.1018007007332926e-07,1.0690186833894975e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[70.0, 140.0)",40,1.3785780765829259e-06,4.7511941483977665e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[140.0, 210.0)",91,3.1362651498056948e-06,1.0808966433495035e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[210.0, 280.0)",113,3.894483143085381e-06,1.3422123384520396e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[280.0, 350.0)",196,6.7550327003118582e-06,2.3280850988335877e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[350.0, 420.0)",290,9.9946910268045031e-06,3.4446157406477218e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[420.0, 490.0)",333,1.1476662621134892e-05,3.9553690184268575e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[490.0, 560.0)",443,1.5267753042280674e-05,5.2619475617021738e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[560.0, 630.0)",521,1.7955979274120182e-05,6.1884303020551257e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[630.0, 700.0)",633,2.181599847972393e-05,7.5187647991317719e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[700.0, 770.0)",686,2.3642614905838855e-05,8.1482981169681001e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[770.0, 840.0)",769,2.6503164917812683e-05,9.134171283925463e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[840.0, 910.0)",834,2.8743354050675407e-05,9.9062403245697706e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[910.0, 980.0)",943,3.2499978260602802e-05,1.1200940348843336e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[980.0, 1050.0)",1013,3.4912489354610443e-05,1.2032398731889882e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1050.0, 1120.0)",1050,3.618767368607223e-05,1.2471884419315571e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1120.0, 1190.0)",1168,4.0254479245049879e-05,1.3873486777796207e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1190.0, 1260.0)",1177,4.0564660594100133e-05,1.3980389112003277e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1260.0, 1330.0)",1231,4.242574141244404e-05,1.4621799864639184e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1330.0, 1400.0)",1344,4.6320223191287369e-05,1.5964011796515409e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1400.0, 1470.0)",1444,4.9766669690143317e-05,1.7151810570784076e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1470.0, 1540.0)",1497,5.1593284297268838e-05,1.7781343888620404e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1540.0, 1610.0)",1498,5.1627750508487225e-05,1.7793222407622156e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1610.0, 1680.0)",1533,5.2834006055491045e-05,1.8208952141246515e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1680.0, 1750.0)",1593,5.4901873227208853e-05,1.8921630755286412e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1750.0, 1820.0)",1653,5.696974039892666e-05,1.9634309369326308e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1820.0, 1890.0)",1667,5.7452241890132427e-05,1.980060213013779e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1890.0, 1960.0)",1640,5.6521701480960473e-05,1.9479895127516578e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1960.0, 2030.0)",1646,5.6728487834334373e-05,1.955116407312274e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2030.0, 2100.0)",1511,5.2075789426453412e-05,1.7947635565229714e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2100.0, 2170.0)",1587,5.4695086873834953e-05,1.8850361809680249e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2170.0, 2240.0)",1520,5.2385967137524858e-05,1.8054537899436784e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2240.0, 2310.0)",1476,5.0869533879449591e-05,1.7531906915807527e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2310.0, 2380.0)",1439,4.9594345910008997e-05,1.7092421228381838e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2380.0, 2450.0)",1468,5.0593815103638917e-05,1.7436882016400035e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2450.0, 2520.0)",1344,4.6320223191287369e-05,1.5964011796515409e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2520.0, 2590.0)",1263,4.3528601963771507e-05,1.5001895125460463e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2590.0, 2660.0)",1280,4.4114498450653628e-05,1.5203821274872853e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2660.0, 2730.0)",1091,3.7600719224428758e-05,1.295888201434392e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2730.0, 2800.0)",1025,3.532606569933705e-05,1.2174935538900034e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2800.0, 2870.0)",983,3.3878557587740943e-05,1.1676059424869933e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2870.0, 2940.0)",947,3.2637835829518735e-05,1.1248452256445995e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2940.0, 3010.0)",803,2.767495607258752e-05,9.538022498548071e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[3010.0, 3080.0)",715,2.4642084099468775e-05,8.4927594470873835e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[3080.0, 3150.0)",652,2.2470823751064017e-05,7.7444463602444058e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[3150.0, 3220.0)",526,1.8128301235265099e-05,6.2478201865584504e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[3220.0, 3290.0)",474,1.6336151020368561e-05,5.6301648456227871e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[3290.0, 3360.0)",377,1.2993098607694265e-05,4.4780005441572013e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[3360.0, 3430.0)",339,1.1683449884003494e-05,4.0266371508813903e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[3430.0, 3500.0)",259,8.9262930487166159e-06,3.0763981856765654e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[3500.0, inf)",844,2.908799797296524e-05,1.002502009357642e-12
