dataset,met,region,category,n,weight_ttbar_scale_down:sumw,weight_ttbar_scale_muR_down_muF_nom:sumw,weight_ttbar_scale_muR_down_muF_up:sumw,weight_ttbar_scale_muR_nom_muF_down:sumw,weight_ttbar_scale_muR_nom_muF_down_x_muR_down_muF_nom:sumw,weight_ttbar_scale_muR_nom_muF_nom:sumw,weight_ttbar_scale_muR_nom_muF_up:sumw,weight_ttbar_scale_muR_nom_muF_up_x_muR_up_muF_nom:sumw,weight_ttbar_scale_muR_up_muF_down:sumw,weight_ttbar_scale_muR_up_muF_nom:sumw,weight_ttbar_scale_up:sumw
ttbar,"[300.0, 400.0)",0,3.04,2035,0.0019284343403473613,0.0019103164097682328,0.0018935944543821105,0.0019351868075996067,0.0019406367792994949,0.0019113562164014602,0.001888350489408461,0.0018969590844893872,0.0019447462249305755,0.0019153282190184809,0.0018877825131123679
ttbar,"[300.0, 400.0)",0,4.01,554,0.00048228879642184415,0.00048501392603749735,0.00048697781220798244,0.0005169733645219144,0.00048323271653179315,0.0005154198176151454,0.0005133043338062641,0.0005347091922795075,0.0005439020781946657,0.0005390801743649427,0.0005341911798679386
ttbar,"[300.0, 400.0)",0,4.02,802,0.0006690961287027929,0.0006754991797875035,0.0006810342942927096,0.0007170902284047559,0.000669430565134528,0.0007171689496074089,0.0007167217471069122,0.0007450827865890929,0.00075441928084232,0.0007496677637751244,0.0007451154679576609
ttbar,"[300.0, 400.0)",1,1.01,46,4.3339979650049456e-05,3.982694701558384e-05,3.678973187610225e-05,4.130835154386705e-05,4.306513494074809e-05,3.8209862088530695e-05,3.5487818641987845e-05,3.444847882283603e-05,3.993047897514285e-05,3.7085697564925935e-05,3.4584967443053775e-05
ttbar,"[300.0, 400.0)",1,1.02,854,0.0007398579517285343,0.0007176607248696234,0.0006979627739125744,0.0007360549867552163,0.0007437809100680554,0.0007128331218364915,0.000691895160810475,0.0006919472448707621,0.0007358065126963692,0.0007111128912062522,0.0006891371239757066
ttbar,"[300.0, 400.0)",1,1.03,1513,0.0011992113482987012,0.001168116812162328,0.0011403140525346905,0.0012178894409157635,0.0012085594846329179,0.0011833986151147265,0.0011520071252878279,0.0011706622104361475,0.0012361964101331626,0.0011982072439645614,0.0011641231418117526
ttbar,"[300.0, 400.0)",1,1.04,4116,0.003211361569271293,0.0031690506141158585,0.003130076789702784,0.003284468555889588,0.0032276958820119587,0.0032303394300918645,0.003178804309240793,0.0032345779715371482,0.0033475961377455237,0.0032827029578820924,0.003222325696072977
ttbar,"[300.0, 400.0)",1,1.05,2743,0.001990710278471805,0.001970444376064456,0.001950797390622507,0.002054026381016014,0.0020025201341152482,0.0020245830247553995,0.001995631871435174,0.002042264415046083,0.0021066827373325907,0.0020693186184385774,0.0020338642949045103
ttbar,"[300.0, 400.0)",1,1.06,8555,0.0072636822691392045,0.007184410954379867,0.007114755383794219,0.007365570089604731,0.00729547241510466,0.007268471514460224,0.007175516673938316,0.007262099871412514,0.007460852900098663,0.007344301256002634,0.007233433521244184
ttbar,"[300.0, 400.0)",1,1.07,5903,0.005212026029050321,0.005066567498247554,0.004939607843820545,0.005116067845513503,0.00521616656390037,0.004983467791440074,0.004862403330653295,0.004812191295262621,0.005064709519890596,0.004928479412126801,0.0048053264554162745
ttbar,"[300.0, 400.0)",1,1.08,1870,0.0014508065495995373,0.001445306577436942,0.0014402396109800446,0.0014776756651017002,0.0014575872590624668,0.0014670892204065745,0.0014563581854088435,0.0014764553755157502,0.00150094972035746,0.0014857413020515735,0.0014710706712946218
ttbar,"[300.0, 400.0)",1,1.09,1447,0.0011668576678391725,0.001135764188085818,0.0011090495829235282,0.0011594107606887757,0.001163083884375159,0.0011297156572593562,0.0011030215590978262,0.0010994141649225914,0.001156767853426333,0.00112716838325643,0.001100509048228015
ttbar,"[300.0, 400.0)",1,2.01,410,0.00034834338879854954,0.00036169815238296717,0.0003731900261005095,0.0003786243950082124,0.0003595854326390024,0.0003871410536672781,0.00039421217224338287,0.0004182175514224258,0.00040187080439470566,0.00040678829772357637,0.000410795142144646
ttbar,"[300.0, 400.0)",1,2.02,783,0.0006593687350342928,0.0006712741515299178,0.0006817887861459613,0.0007093437471804732,0.0006664033638534776,0.0007147740679652336,0.0007190762556882629,0.0007535616819006832,0.0007480112830423367,0.0007485441986988762,0.0007486033574623255
ttbar,"[300.0, 400.0)",1,2.03,184,0.000142850186297381,0.0001468452550905391,0.00015038778437860125,0.00015251739932418685,0.0001444631715443211,0.00015516203738625482,0.00015741281407756215,0.00016416414534435332,0.00016006338627518296,0.00016167843667098678,0.00016304309960468686
ttbar,"[300.0, 400.0)",1,2.04,981,0.000724569517152701,0.0007382073108561834,0.0007506664419257777,0.0007828459543433848,0.0007308761491089235,0.0007894109045961836,0.0007950053759602207,0.0008343611294728077,0.0008278097580780593,0.0008290525243299991,0.0008299861641503139
ttbar,"[300.0, 400.0)",1,3.01,234,0.00021942760808074893,0.00022230140976789903,0.00022441214043711377,0.0002280047735873021,0.00022058815248293643,0.00022947079186749132,0.00023025640845339532,0.00023587591700472622,0.00023489730018563188,0.00023522660436902973,0.0002350953949229752
ttbar,"[300.0, 400.0)",1,3.02,2162,0.001889065140019614,0.001898068357995241,0.0019034015440587315,0.001993859406721936,0.00189827208986354,0.001989943444773162,0.001982694081178739,0.0020520814184774657,0.0020759140177497646,0.0020618497995244216,0.002046081290687242
ttbar,"[300.0, 400.0)",1,3.03,2399,0.002208982501709255,0.0021820528783244825,0.002158218138634121,0.002274822780036949,0.002217506168800177,0.0022404077826925907,0.002207973425409669,0.0022562229267828315,0.002328713682727681,0.0022876135869977342,0.0022493730679882078
ttbar,"[300.0, 400.0)",1,3.04,2790,0.0025898332504767857,0.0025437530551620413,0.002502018315911114,0.002586079637661113,0.0025987901044499,0.0025378618152160546,0.0024922774661443373,0.002497002760819543,0.002589584508640955,0.0025378091829955183,0.0024894593117343205
ttbar,"[300.0, 400.0)",1,4.01,2224,0.001977945265634912,0.0020033369129412275,0.0020242923988431486,0.0020940086350865485,0.0019821154634239863,0.002103224824111548,0.0021087086320825924,0.0021803127625177987,0.0021854235144158412,0.002182054534555881,0.002176872667093768
ttbar,"[300.0, 400.0)",1,4.02,2954,0.002353368859796437,0.00239610744543216,0.002431112824300642,0.0025211184197512513,0.002374274798545697,0.002540141758644573,0.0025530761979479697,0.0026644128456105353,0.002651943387822219,0.002652891429371493,0.002650566521814684
ttbar,"[300.0, 400.0)",2,1.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ttbar,"[300.0, 400.0)",2,1.02,5,4.556239986321067e-06,4.575709880704185e-06,4.553015711177543e-06,4.228704486436016e-06,4.615958633545814e-06,4.235993005026973e-06,4.209061450219412e-06,3.9989385063442135e-06,4.003956861717017e-06,3.995796363693859e-06,3.962703103085258e-06
ttbar,"[300.0, 400.0)",2,1.03,7,5.063969062110405e-06,5.075661695345629e-06,5.079097009904982e-06,5.231846604162759e-06,5.219550364610048e-06,5.209323892459524e-06,5.181663428286761e-06,5.384269888168134e-06,5.385887080177311e-06,5.333218414322437e-06,5.281613647606489e-06
ttbar,"[300.0, 400.0)",2,1.04,27,1.9948957624722287e-05,1.9783004623544173e-05,1.9702800630301127e-05,1.9866726641726088e-05,2.0095700067102975e-05,1.96812148270926e-05,1.955780459838247e-05,1.960627398841729e-05,1.9856176739298866e-05,1.9639642350836828e-05,1.9483560505347447e-05
ttbar,"[300.0, 400.0)",2,1.05,22,1.6894577456869144e-05,1.5616457129790453e-05,1.4451392436619433e-05,1.5437346142343895e-05,1.674778252506975e-05,1.4387717132458722e-05,1.341106993347829e-05,1.2586293566967125e-05,1.4418278251945266e-05,1.35111541791448e-05,1.2663190784862484e-05
ttbar,"[300.0, 400.0)",2,1.06,182,0.0001859996715550689,0.00017755998443122326,0.00017044094438825442,0.00017401473218426166,0.00018508274988965432,0.00016725737726372094,0.00016135862509396792,0.00015450131397567806,0.00016566745328066963,0.00015992211505546662,0.00015485372699686997
ttbar,"[300.0, 400.0)",2,1.07,129,0.00013754338240137753,0.00012854564815897916,0.00012077643806682962,0.0001248682483764896,0.0001366712673036823,0.00011768324155162708,0.0001113301018798554,0.00010412056355836284,0.00011594319901676409,0.0001098892428847341,0.00010449918894741738
ttbar,"[300.0, 400.0)",2,1.08,53,5.103170897636712e-05,4.842915134495521e-05,4.612313621990327e-05,4.8352265280847745e-05,5.054265901220127e-05,4.6252584890338125e-05,4.4323754929040744e-05,4.276819683814934e-05,4.648455817402159e-05,4.469866729134929e-05,4.303490536304254e-05
ttbar,"[300.0, 400.0)",2,1.09,40,3.397800950593729e-05,3.267452766056629e-05,3.164854176797405e-05,3.204888366244834e-05,3.374096817256927e-05,3.103063994536161e-05,3.0196894318199462e-05,2.9041510359329906e-05,3.070028158019182e-05,2.9855131366820936e-05,2.9154718713342305e-05
ttbar,"[300.0, 400.0)",2,2.01,6,6.152731317810907e-06,6.194012236390032e-06,6.252628579627996e-06,6.080911402124585e-06,6.151716080011245e-06,6.150806257236805e-06,6.22761857612835e-06,6.234164686340594e-06,6.049417604528107e-06,6.134941129663387e-06,6.224730464640306e-06
ttbar,"[300.0, 400.0)",2,2.02,14,1.2648361286427741e-05,1.294514104300503e-05,1.3267918826529354e-05,1.4241856448186643e-05,1.294617556443231e-05,1.4404002975058427e-05,1.4587296697138232e-05,1.589166204116594e-05,1.5486900495344274e-05,1.555162249826837e-05,1.5641668198263723e-05
ttbar,"[300.0, 400.0)",2,2.03,12,7.227125425224869e-06,8.516423571091307e-06,9.639291563593578e-06,9.109444081491009e-06,8.189930060288337e-06,1.0035832847512402e-05,1.0843126940921732e-05,1.2433529005630182e-05,1.0526821333335723e-05,1.119383036554874e-05,1.1777910872440873e-05
ttbar,"[300.0, 400.0)",2,2.04,13,6.924255543288643e-06,6.9401344163190826e-06,6.996332737221692e-06,7.5746237894813435e-06,6.926337261222577e-06,7.500580566213725e-06,7.4656942424122615e-06,7.842148033418554e-06,8.076084208173937e-06,7.934664098454221e-06,7.836124906867292e-06
ttbar,"[300.0, 400.0)",2,3.01,9,9.566622191565857e-06,9.504719408433284e-06,9.424314102749117e-06,9.918998770180287e-06,9.49915728957525e-06,9.839679120117979e-06,9.734523728898683e-06,9.931138707710652e-06,1.0184643607809764e-05,1.0088806040163704e-05,9.968831370954654e-06
ttbar,"[300.0, 400.0)",2,3.02,44,3.7194439748108855e-05,3.739253212283599e-05,3.7421484570565835e-05,3.8158001081725126e-05,3.742651943564576e-05,3.830176600222315e-05,3.826575589438118e-05,3.912290579999689e-05,3.896104667304707e-05,3.9045365190648897e-05,3.8969898362473075e-05
ttbar,"[300.0, 400.0)",2,3.03,29,3.081670981623473e-05,2.9148700127062885e-05,2.758942831125619e-05,3.041082404363534e-05,3.0555004590283037e-05,2.8969991182690117e-05,2.7580839231057373e-05,2.7469448835837492e-05,3.018771752458573e-05,2.888819375216245e-05,2.7625084485195838e-05
ttbar,"[300.0, 400.0)",2,3.04,53,5.8203572599851355e-05,5.684945105585154e-05,5.5804678582863074e-05,5.509256947589606e-05,5.81825477787845e-05,5.3984121624485274e-05,5.307898758699862e-05,5.118922681850874e-05,5.293830357231815e-05,5.194786468669135e-05,5.112767916480627e-05
ttbar,"[300.0, 400.0)",2,4.01,121,0.00014093758557368218,0.00013647525387134555,0.00013259343579508296,0.00013183033107161196,0.00014088904295773652,0.00012827076952143495,0.0001250602675290178,0.0001199213034579257,0.00012564322503093157,0.00012256643251118377,0.00011978287333408728
ttbar,"[300.0, 400.0)",2,4.02,181,0.0001835936845108097,0.00018071342894353584,0.0001780821701164879,0.00018056719743986816,0.00018372048856972196,0.00017796193662078936,0.00017543499254072414,0.00017413386835274294,0.00017893359127729616,0.0001763702149477065,0.00017389861007426923
ttbar,"[300.0, 400.0)",3,1.01,40,3.232883421784379e-05,3.0463787017219664e-05,2.889157009958363e-05,3.1407683735189823e-05,3.231462393940046e-05,2.976186524653123e-05,2.833960741595461e-05,2.8007990140087922e-05,3.082059779992005e-05,2.930204759491685e-05,2.798559602410387e-05
ttbar,"[300.0, 400.0)",3,1.02,623,0.0005184210461250349,0.0005023798412583297,0.0004882562377196197,0.00051783022473725,0.0005204453664782928,0.0005011321628925682,0.00048614896111299805,0.0004873443138610615,0.0005191561039885822,0.0005014959004701435,0.000485815493120356
ttbar,"[300.0, 400.0)",3,1.03,1156,0.0008909370414960508,0.0008659353058051593,0.0008430120294186016,0.0009015027048699818,0.0008945071720402203,0.0008744592045104449,0.0008493630328115826,0.0008592470081816656,0.0009126681384173495,0.0008833469212279283,0.0008565875387704513
ttbar,"[300.0, 400.0)",3,1.04,3165,0.002285982106565966,0.002260104203472952,0.002236300662676152,0.0023331262177444983,0.0022865779182245204,0.0022984627112369416,0.00226544188236002,0.002293531665215205,0.0023744681511034967,0.002331833356164528,0.002292273840153553
ttbar,"[300.0, 400.0)",3,1.05,2124,0.0014486323176684465,0.001449300811327723,0.0014495487632737315,0.0015100331080521107,0.001457458899142919,0.001500552132410662,0.0014909361567039948,0.0015318639171926654,0.0015598111901458775,0.0015421142322552485,0.00152555217265786
ttbar,"[300.0, 400.0)",3,1.06,6499,0.00527538798744321,0.005224213897458788,0.0051851260181178995,0.005375562453983026,0.005315338562843886,0.005313365609746851,0.005253774258245595,0.005348123733663522,0.00546824905478053,0.005389281749633485,0.005315423594560705
ttbar,"[300.0, 400.0)",3,1.07,4599,0.0038205368342766853,0.0037227673165821967,0.003651936581264993,0.0037669224018979275,0.0037651132948853076,0.0036851741158015227,0.0036109114885385695,0.003580987346503791,0.003742504896728905,0.003670294470117012,0.0035844629583230525
ttbar,"[300.0, 400.0)",3,1.08,1425,0.0010581633031494808,0.0010486192781261,0.0010401484839268082,0.001071789118811495,0.0010643821680393272,0.001059483523306575,0.0010476812788456089,0.0010602577497974325,0.0010843577033795263,0.0010693343270734388,0.0010552121720480599
ttbar,"[300.0, 400.0)",3,1.09,1075,0.0008186838866884412,0.0007995808792401753,0.0007828760899363915,0.0008054816402312037,0.0008205780100328947,0.0007875119102756066,0.0007710698980100063,0.0007655367720980397,0.0007978107531464901,0.0007799462219973469,0.0007636394574614536
ttbar,"[300.0, 400.0)",3,2.01,328,0.0002668333645972205,0.0002733458245408716,0.0002788692199038039,0.00029097257928591965,0.0002697834343251804,0.00029444959328243827,0.00029712994244111363,0.0003133562189367138,0.00030947891033184465,0.0003106956760126643,0.0003114415657347481
ttbar,"[300.0, 400.0)",3,2.02,557,0.0004283695711633951,0.0004389876455625907,0.0004484483086296957,0.0004591553920330414,0.00043263836631684264,0.00046528551672026365,0.0004705039444351013,0.0004907864037201762,0.0004830962597071004,0.0004858221861225121,0.0004881125635495498
ttbar,"[300.0, 400.0)",3,2.03,154,0.00012139988571228907,0.00011777567142801662,0.0001145169889553697,0.0001261618098388215,0.00012104311944011324,0.0001224304375864478,0.0001189570551467282,0.00012236295891341478,0.00013000518433729354,0.00012613600757736286,0.00012254239642572174
ttbar,"[300.0, 400.0)",3,2.04,829,0.000577554233647855,0.0005894621073496959,0.0005994789443300715,0.0006310182339117385,0.0005858688293025903,0.0006369570599778142,0.0006413021365312735,0.0006793340394933103,0.0006719447939688479,0.0006734593083982138,0.0006740029152916124
ttbar,"[300.0, 400.0)",3,3.01,201,0.00017557281433862884,0.00017649884172792207,0.00017699808809851897,0.0001850780622168815,0.00017562792521774154,0.00018493833263064758,0.0001843932286758508,0.0001904002303940348,0.0001925503381143584,0.0001915681370452266,0.00019032579499975082
ttbar,"[300.0, 400.0)",3,3.02,1672,0.0013751304376376035,0.0014010185099554645,0.0014224899305927338,0.0014502476539291875,0.001397375893889682,0.001463696877544874,0.0014734484537139384,0.0015295176325287481,0.0015091882230282019,0.0015130110282469149,0.0015146319234104332
ttbar,"[300.0, 400.0)",3,3.03,1797,0.001546986331589516,0.0015444858669833904,0.0015419345328894012,0.0015954790011276044,0.0015580206060908375,0.0015855850395005975,0.0015752205015494595,0.001611538695039725,0.0016351429328815652,0.001618924991308509,0.0016031727651459678
ttbar,"[300.0, 400.0)",3,3.04,2174,0.0018809216416750848,0.001840094656301895,0.0018051813544022746,0.0018976216247156067,0.0018793733873803695,0.0018551389141232906,0.001816859982751877,0.0018295717422730433,0.0019145450853379942,0.001869540999648952,0.0018289841049307066
ttbar,"[300.0, 400.0)",3,4.01,1679,0.001411526033612536,0.0014223231512803822,0.0014307913670247926,0.0014925833461640779,0.0014164114259860305,0.0014929548160715145,0.0014913468645622171,0.0015439407427134838,0.001556692204601084,0.0015488717737273008,0.0015403423886986532
ttbar,"[300.0, 400.0)",3,4.02,2168,0.0016716339789369981,0.0017117096646565926,0.0017457224995212205,0.0017977119368045996,0.0016981270364613285,0.0018197187596621469,0.0018369663616996047,0.0019280548215727747,0.0018959040782243477,0.0019042176036209453,0.0019098574179832824
ttbar,"[300.0, 400.0)",4,1.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ttbar,"[300.0, 400.0)",4,1.02,2,7.261932938150657e-07,5.812659274918865e-07,4.6065123256375597e-07,7.539963437043438e-07,7.067582519059171e-07,6.201164215461004e-07,5.068898028520915e-07,5.320771017707434e-07,7.771149265739498e-07,6.509299376713789e-07,5.433808761506223e-07
ttbar,"[300.0, 400.0)",4,1.03,3,1.7736257499231255e-06,2.183316815929052e-06,2.492615358835331e-06,2.0754589788856703e-06,1.9089803047079603e-06,2.385848915580507e-06,2.6186890512599652e-06,2.7971012385819497e-06,2.3054403145846885e-06,2.5427312403088118e-06,2.71972223516278e-06
ttbar,"[300.0, 400.0)",4,1.04,31,2.2260894147728732e-05,2.2112342328551493e-05,2.1958558031869315e-05,2.1330729410131905e-05,2.2352479534834752e-05,2.1183968101323262e-05,2.102204670268192e-05,2.0445895499947502e-05,2.072162132447765e-05,2.0549997225636905e-05,2.0373593920752734e-05
ttbar,"[300.0, 400.0)",4,1.05,14,1.0866934379495869e-05,1.023456407240742e-05,9.694519247591515e-06,1.0382713183735395e-05,1.0834441211639564e-05,9.824911453979956e-06,9.338162593407684e-06,9.080099994914888e-06,1.0056364264630358e-05,9.54096140778411e-06,9.0903532778264e-06
ttbar,"[300.0, 400.0)",4,1.06,124,0.00012231370921925654,0.00011821042319985901,0.00011500634621838841,0.00011488073709773076,0.00012202647621806211,0.00011174466533858209,0.00010919956337873259,0.00010499061222300897,0.00010969014490121191,0.00010712385410176892,0.00010502451700222936
ttbar,"[300.0, 400.0)",4,1.07,79,6.942869402357864e-05,6.734672837788574e-05,6.574613599898913e-05,6.723069980875578e-05,6.928908852117949e-05,6.55510700878836e-05,6.418095781808648e-05,6.312961432397228e-05,6.576003058321754e-05,6.43059368554157e-05,6.309310430285104e-05
ttbar,"[300.0, 400.0)",4,1.08,36,3.04869863506198e-05,2.8792178249042406e-05,2.7278328505207942e-05,2.9417415433743768e-05,3.0018000519544683e-05,2.7986081227392155e-05,2.666578050915986e-05,2.596158177608996e-05,2.8707796318105377e-05,2.743893271925304e-05,2.6255684272909197e-05
ttbar,"[300.0, 400.0)",4,1.09,25,1.7465448413605004e-05,1.7346165918136638e-05,1.727030814895916e-05,1.631792691112999e-05,1.7519416702312355e-05,1.6246568927206168e-05,1.6195402740527505e-05,1.547553398496929e-05,1.551711028025432e-05,1.5461180864777978e-05,1.5421424250915923e-05
ttbar,"[300.0, 400.0)",4,2.01,2,4.845728130401552e-07,4.7678081980469217e-07,4.712589037368542e-07,5.468423858147357e-07,4.873323248380492e-07,5.341934810490146e-07,5.23529449448473e-07,5.651047364260026e-07,5.932540908647741e-07,5.771492264744859e-07,5.63219996212416e-07
ttbar,"[300.0, 400.0)",4,2.02,15,9.094043221699738e-06,9.809186688695636e-06,1.0521728736354e-05,1.0583752147861631e-05,9.502509111559793e-06,1.1049704582195253e-05,1.1525007865497855e-05,1.269476026936785e-05,1.1705465779568227e-05,1.1992715580447212e-05,1.2302314149674453e-05
ttbar,"[300.0, 400.0)",4,2.03,6,4.646555517122429e-06,4.4515956503785864e-06,4.238494525603491e-06,4.8372836702732025e-06,4.597141909337492e-06,4.661231882485291e-06,4.463698356436202e-06,4.605373895402439e-06,4.989350241877599e-06,4.824754489817962e-06,4.640374714413755e-06
ttbar,"[300.0, 400.0)",4,2.04,9,7.299072025413375e-06,6.42648725007819e-06,5.657213574709577e-06,7.575852172498505e-06,7.166548944062848e-06,6.7738028545523525e-06,6.0536741787392475e-06,6.286507250827836e-06,7.803954514515703e-06,7.049898783579077e-06,6.368780330625295e-06
ttbar,"[300.0, 400.0)",4,3.01,4,5.06727761008944e-06,4.7817717733077725e-06,4.493761663020276e-06,4.997865852851715e-06,4.975704294928762e-06,4.774813728037598e-06,4.539001210794083e-06,4.532034452786613e-06,4.968892499631616e-06,4.7878724327941886e-06,4.590846406503397e-06
ttbar,"[300.0, 400.0)",4,3.02,34,3.054775577334436e-05,3.1058394521616886e-05,3.1546908618298574e-05,2.9870551403092406e-05,3.073140496232458e-05,3.030149005329478e-05,3.0695877817257546e-05,3.0273009325016504e-05,2.9452175935751362e-05,2.979953622085365e-05,3.012193505176973e-05
ttbar,"[300.0, 400.0)",4,3.03,31,3.019553371693733e-05,2.948340705645451e-05,2.8937555405474376e-05,2.969775352983341e-05,3.0123523712891558e-05,2.9059913799040425e-05,2.853608033506781e-05,2.826036760689312e-05,2.938613152322948e-05,2.877870780278206e-05,2.827038338815769e-05
ttbar,"[300.0, 400.0)",4,3.04,32,2.8813647027850416e-05,2.8677789817849462e-05,2.862278897247074e-05,2.9565170465571264e-05,2.8891033877208583e-05,2.9386745448389136e-05,2.9250907325831732e-05,2.980208125612959e-05,3.0158420154157263e-05,2.993765515781011e-05,2.9752947923880248e-05
ttbar,"[300.0, 400.0)",4,4.01,103,0.00010050381314441432,0.0001004116547223516,0.0001003591656244347,9.617560432243803e-05,0.00010239340881412946,9.626204372737215e-05,9.628620275928772e-05,9.483692644981356e-05,9.331090762788715e-05,9.34195890905785e-05,9.34662603083782e-05
ttbar,"[300.0, 400.0)",4,4.02,117,0.00010558577981512986,0.00010308501573522991,0.00010098432568922694,0.00010144590394399374,0.00010531197207945676,9.936677033588869e-05,9.753872875674615e-05,9.510469869371129e-05,9.8742376287861e-05,9.686005845747716e-05,9.520231348152428e-05
ttbar,"[300.0, 400.0)",5,1.01,11,1.4866055458083814e-05,1.4849371652894806e-05,1.475679509871962e-05,1.3472455337880184e-05,1.5019691976746912e-05,1.3486932779961806e-05,1.343200378552025e-05,1.2559858670732816e-05,1.2480877144225604e-05,1.2494138739979624e-05,1.2454922608950633e-05
ttbar,"[300.0, 400.0)",5,1.02,22,3.5729707742156374e-05,3.3268800558555896e-05,3.123474042059849e-05,3.4646403255113675e-05,3.6469136991300925e-05,3.2470479450935794e-05,3.0630459956214036e-05,3.08322895682583e-05,3.399435837221415e-05,3.1987362451574603e-05,3.0282348268366358e-05
ttbar,"[300.0, 400.0)",5,1.03,31,3.890940937132497e-05,3.867724909385689e-05,3.839932649131559e-05,3.556956975259337e-05,3.925983030860106e-05,3.5472233411522784e-05,3.531419350474342e-05,3.331434156193623e-05,3.3213696608193e-05,3.315735806664444e-05,3.306237085245241e-05
ttbar,"[300.0, 400.0)",5,1.04,31,2.7109346582541174e-05,2.801709303629735e-05,2.874390863679105e-05,2.6437053982716932e-05,2.747312186839841e-05,2.7139131653324356e-05,2.769320356368764e-05,2.722139747058189e-05,2.6032276413738128e-05,2.655688086729547e-05,2.6976423619807246e-05
ttbar,"[300.0, 400.0)",5,1.05,33,2.865291173969049e-05,2.702653763625534e-05,2.552524978117421e-05,2.675880480318205e-05,2.8500848903472692e-05,2.539461491769285e-05,2.4108053081113425e-05,2.3029698065163456e-05,2.5450875171610002e-05,2.424184551410759e-05,2.310231413238487e-05
ttbar,"[300.0, 400.0)",5,1.06,52,5.24685047780175e-05,4.8888857943776146e-05,4.577078957406529e-05,4.873259465854324e-05,5.205688085061111e-05,4.5737159046198025e-05,4.307267857029373e-05,4.0922869706356566e-05,4.61115177134339e-05,4.347844409223068e-05,4.1129358421784384e-05
ttbar,"[300.0, 400.0)",5,1.07,57,6.481522529049837e-05,6.170592661486198e-05,5.9102600227806176e-05,5.825605764735655e-05,6.451959211596036e-05,5.5936964202762135e-05,5.39486929813812e-05,5.0090993029310084e-05,5.360410135278134e-05,5.176659499827662e-05,5.019362051525319e-05
ttbar,"[300.0, 400.0)",5,1.08,25,3.2280109677994737e-05,3.147729103173442e-05,3.0705150920535466e-05,2.882478514542088e-05,3.227078888355411e-05,2.8281882167214507e-05,2.773373863228216e-05,2.562565998285157e-05,2.6407291307596436e-05,2.600231943648447e-05,2.559429165463152e-05
ttbar,"[300.0, 400.0)",5,1.09,46,5.497571099032576e-05,5.135490426141718e-05,4.822484800657788e-05,4.9882754465519317e-05,5.4700667970046024e-05,4.6986434161036326e-05,4.443428779713931e-05,4.161258513085301e-05,4.6312679229328604e-05,4.386504889931568e-05,4.170709562837855e-05
ttbar,"[300.0, 400.0)",5,2.01,4,3.814755724113271e-06,3.864358048732843e-06,3.872307657486047e-06,3.911544347362236e-06,3.81559467626988e-06,3.928609439079943e-06,3.911063052671538e-06,3.94630952271631e-06,3.993951401841298e-06,3.984439595210102e-06,3.948189556454187e-06
ttbar,"[300.0, 400.0)",5,2.02,4,1.0441999013539827e-06,1.5125367102721838e-06,1.9567603652808534e-06,2.0420401869691183e-06,1.3095095810835044e-06,2.359653033529461e-06,2.6682788450505888e-06,3.397582614136055e-06,2.7924378802471226e-06,3.004381327813029e-06,3.217701819110375e-06
ttbar,"[300.0, 400.0)",5,2.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ttbar,"[300.0, 400.0)",5,2.04,2,1.4391152754437603e-06,1.8388554184461087e-06,2.1995521919840528e-06,1.535311688873676e-06,1.507181277279919e-06,1.8748089831120998e-06,2.1839735348772653e-06,2.221217320892293e-06,1.6114288048777146e-06,1.9061511904544315e-06,2.1772128809227194e-06
ttbar,"[300.0, 400.0)",5,3.01,1,9.531832591429453e-09,1.0762843243910352e-08,1.1723077546848234e-08,9.289376475552783e-09,9.714890317374127e-09,1.0291428638686096e-08,1.1078973802355406e-08,1.072240066451288e-08,9.136825814694938e-09,9.9602025025618e-09,1.061603293885414e-08
ttbar,"[300.0, 400.0)",5,3.02,8,3.2559639259052946e-06,3.3812053886606967e-06,3.4560810187988535e-06,3.2975651640042735e-06,3.3405144736258683e-06,3.3701537516464073e-06,3.4060581326235057e-06,3.425811913678411e-06,3.339812433938475e-06,3.3707269046699e-06,3.377000058618281e-06
ttbar,"[300.0, 400.0)",5,3.03,13,1.0284648964236093e-05,9.710626134110753e-06,9.278055484656584e-06,1.0328634254240696e-05,1.0325110042749153e-05,9.836027920434226e-06,9.452721623620304e-06,9.661157102118249e-06,1.0392850247817917e-05,9.9527463684392e-06,9.607363220382106e-06
ttbar,"[300.0, 400.0)",5,3.04,23,3.3285352041837126e-05,3.144550616440233e-05,2.986837067134081e-05,3.124457847243179e-05,3.307624913062595e-05,2.976036059705034e-05,2.8450941534301093e-05,2.7341565543903894e-05,2.9824397669692157e-05,2.855783850659449e-05,2.743314603586336e-05
ttbar,"[300.0, 400.0)",5,4.01,14,1.1050658969111067e-05,1.0337995905042315e-05,9.74281590907607e-06,1.1639549837784418e-05,1.1036337307157812e-05,1.0909757223777381e-05,1.02835613103106e-05,1.0721044418281486e-05,1.2113393112624686e-05,1.136562149267213e-05,1.0719226191238344e-05
